complete,stage,case_id,block,generation_order,instance_id,N,admission,compatibility,dag_density,outsource_multiplier,instance_seed,method,repeat,status,returncode,process_timed_out,success,certificate,objective,UB,LB,gap,runtime_s,external_wall_s,validation_passed,root_seconds,network_filter_seconds,filtered_compact_build_seconds,filtered_compact_mip_seconds,pricing_profile_count,pricing_cache_hit_count,profile_equivalence_verified,full_vehicle_exact_pricing,true_dual_verified,negative_candidate_count,route_count,used_vehicle_count,self_task_count,outsource_task_count,self_task_share,outsource_task_share,self_loaded_distance_km,outsource_loaded_distance_km,assignment_complete,unassigned_task_count,duplicated_assignment_count,instance_sha256,configuration_sha256,completed_at,reference_method,reference_objective,objective_matches_certified_reference,compact_status,compact_certificate,compact_objective,compact_LB,compact_gap,compact_runtime_s,objective_matches_compact,compact_speedup_comparable,compact_over_ecp_time,frozen_rcg_status,frozen_rcg_certificate,frozen_rcg_objective,frozen_rcg_runtime_s,ECP_result_origin,compact_result_origin,frozen_rcg_result_origin
True,C,STR_011,main_factorial,11,stress_N0100_A050_C080_DH_O090_S20268011,100,0.5,0.8,H,0.9,20268011,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,729664.16575612,729664.16575612,729664.16575612,0.0,0.6122560000076191,0.8123825000075158,True,0.6090886000019964,0.0,0.0,0.0,25,0,True,True,True,0,25,25,44,56,0.44,0.56,30080.0,36463.0,True,0,0,510eecc68732732b51362981b0fd626cee73bf26cf177a1a3b88f85a186a0347,7a31ae683afcf2a6be3d4563ba24a4bf08ce2396097d198926b7d3486873752c,2026-07-21T06:29:55+08:00,frozen RCG-ED,729664.1657561199,True,OPTIMAL,True,729664.1657561199,729664.1657561198,1.59546442446298e-16,1.9647079999999733,True,True,3.208964877396912,OPTIMAL,True,729664.1657561199,0.7861382999999478,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_012,main_factorial,12,stress_N0100_A050_C080_DH_O110_S20268012,100,0.5,0.8,H,1.1,20268012,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,834328.4414605654,834328.4414605654,834328.4414605654,0.0,1.218059799997718,1.4237380999984453,True,1.212695199996233,0.0,0.0,0.0,25,0,True,True,True,0,25,25,85,15,0.85,0.15,60771.0,8273.0,True,0,0,8f460455bed0af7bc63816c44a4a1cc339e7566546710559c9372d93cde58f33,cc672068d94aa4d82a406bc9061c9bd8d5039948015e9e79e103e5fded27e485,2026-07-21T06:29:57+08:00,frozen RCG-ED,834328.4414605653,True,OPTIMAL,True,834328.4414605653,834328.4414605653,0.0,2.666385900000023,True,True,2.189043510018981,OPTIMAL,True,834328.4414605653,1.4376053999999385,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_013,main_factorial,13,stress_N0100_A080_C050_DL_O090_S20268013,100,0.8,0.5,L,0.9,20268013,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,706169.9472223315,706169.9472223315,706169.9472223315,0.0,0.26452709999284707,0.4861598999996204,True,0.26331159999244846,0.0,0.0,0.0,40,0,True,True,True,0,40,40,56,44,0.56,0.44,44032.0,22386.0,True,0,0,6cbc60b721fe1dc25f8e136437721de06ef1adc92f129d73d50ebb2bf82df85d,2b8d4d9e8833076f65d00831aa6293c0e2cd41239a0504d66342d61d07c873b6,2026-07-21T06:29:57+08:00,frozen RCG-ED,706169.9472223313,True,OPTIMAL,True,706169.9472223313,706169.9472223312,1.6485454002233613e-16,0.7377707000000555,True,True,2.7890174580222786,OPTIMAL,True,706169.9472223313,0.42919239999991987,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_014,main_factorial,14,stress_N0100_A080_C050_DL_O110_S20268014,100,0.8,0.5,L,1.1,20268014,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,803934.4418544815,803934.4418544815,803934.4418544815,0.0,0.2918062000098871,0.48186400000122376,True,0.2906580999988364,0.0,0.0,0.0,40,0,True,True,True,0,40,40,60,40,0.6,0.4,48940.0,21364.0,True,0,0,7f2faef0c4d88165d9127ed84eca1650193ab725b006c63eef6e14aaa52f6ef6,55c0269092abae6c5466b8c36ea82bddca1ec3c89fdba680cefcd789ef08a0e4,2026-07-21T06:29:58+08:00,frozen RCG-ED,803934.4418544814,True,OPTIMAL,True,803934.4418544815,803934.4418544808,8.688419037631448e-16,0.7250558000000638,True,True,2.4847169113456022,OPTIMAL,True,803934.4418544814,0.452334399999927,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_015,main_factorial,15,stress_N0100_A080_C050_DM_O090_S20268015,100,0.8,0.5,M,0.9,20268015,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,726576.0266202013,726576.0266202013,726576.0266202013,0.0,0.38758720000623725,0.5928105999919353,True,0.38514710000890773,0.0,0.0,0.0,40,0,True,True,True,0,40,40,58,42,0.58,0.42,44568.0,23878.0,True,0,0,a2e76933bd04fcb1ab4867f1662d8af105dfaeabecd9dcc5ba1c918682512712,b2dbfc97ddb8c36296a61619eab9af99a46bc8a3acda0397d2730830fa21e6b9,2026-07-21T06:29:59+08:00,frozen RCG-ED,726576.0266202011,True,OPTIMAL,True,726576.0266202012,726576.0266202011,1.6022455677276001e-16,1.0958424999998897,True,True,2.8273444014205187,OPTIMAL,True,726576.0266202011,0.631525899999815,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_016,main_factorial,16,stress_N0100_A080_C050_DM_O110_S20268016,100,0.8,0.5,M,1.1,20268016,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,761359.9118544204,761359.9118544204,761359.4774369937,0.0,0.8808071999956155,1.0768872000044212,True,0.8788462999946205,0.0,0.0,0.0,40,0,True,True,True,0,40,40,76,24,0.76,0.24,55778.0,12021.0,True,0,0,34739f8d887041c8aef474ec41e5f0cf7f4e731dd6924026c2a0bc8d6a0db2da,cd1e159d92075f1ca5039d36a7c792c9c33da5ffe2c21b748839fcc42fe52b02,2026-07-21T06:30:00+08:00,frozen RCG-ED,761359.7162239554,True,OPTIMAL,True,761360.3169076778,761359.7162239555,7.889611645843594e-07,1.5569661999998061,True,True,1.7676583479421561,OPTIMAL,True,761359.7162239554,1.287020300000222,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_017,main_factorial,17,stress_N0100_A080_C050_DH_O090_S20268017,100,0.8,0.5,H,0.9,20268017,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,739619.6994417452,739619.6994417452,739619.6994417452,0.0,0.46597420000762213,0.6828253999992739,True,0.46422370000800584,0.0,0.0,0.0,40,0,True,True,True,0,40,40,61,39,0.61,0.39,48484.0,21269.0,True,0,0,8c37a44489c52959eba8c2e136b67223b797baabbb8f030cad6b9403756646c9,d65d20c4a4808a4b63fb6c219d41bde8634edec101cbc9b8909bf9cbb16de197,2026-07-21T06:30:01+08:00,frozen RCG-ED,739619.6994417452,True,OPTIMAL,True,739619.6994417451,739619.6994417442,1.101792249994997e-15,1.4535619999996925,True,True,3.1194044648307053,OPTIMAL,True,739619.6994417452,0.5984157000002597,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_018,main_factorial,18,stress_N0100_A080_C050_DH_O110_S20268018,100,0.8,0.5,H,1.1,20268018,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,778326.625364575,778326.625364575,778325.9640859717,8.496158061398463e-07,2.5682550000055926,2.769116399998893,True,2.169029500000761,0.012939199994434603,0.11252850000164472,0.2649565000028815,40,0,True,True,True,0,40,40,94,6,0.94,0.06,70023.0,1208.0,True,0,0,71a4f10bc26adbfed36e7b48419c82afac9498efaa4696b1d174a059f9c3c90b,80dbddf0b46b9f60fcff974027c3f159dcbb1fac3241c1294ad1f1145cafb06d,2026-07-21T06:30:03+08:00,frozen RCG-ED,778326.2348074019,True,OPTIMAL,True,778326.5078394638,778325.9020198801,7.783617511875815e-07,2.8734936999999263,True,True,1.1188506203603883,OPTIMAL,True,778326.2348074019,2.074551100000008,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_019,main_factorial,19,stress_N0100_A080_C080_DL_O090_S20268019,100,0.8,0.8,L,0.9,20268019,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,723404.290243181,723404.290243181,723404.290243181,0.0,0.356915200012736,0.5488208000024315,True,0.3554839999997057,0.0,0.0,0.0,40,0,True,True,True,0,40,40,54,46,0.54,0.46,40886.0,27004.0,True,0,0,df22ac27583a53e13d50368a74668560d3e8ad6fa7691e385e81fa9204c16296,2a4aa1bc624219de1d3cb1002b4d5aa80051eb49d95d0643925a412c5ac81746,2026-07-21T06:30:04+08:00,frozen RCG-ED,723404.2902431812,True,OPTIMAL,True,723404.2902431816,723404.2902431814,3.2185410951267737e-16,1.0536142999999356,True,True,2.9520017638989287,OPTIMAL,True,723404.2902431812,0.5469978000000992,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_020,main_factorial,20,stress_N0100_A080_C080_DL_O110_S20268020,100,0.8,0.8,L,1.1,20268020,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,784176.5865648363,784176.5865648363,784176.5865648363,0.0,0.4362414000061108,0.6365285000065342,True,0.4345829999947455,0.0,0.0,0.0,40,0,True,True,True,0,40,40,64,36,0.64,0.36,49460.0,19207.0,True,0,0,433e26191579381757ad3815481b98a543defb3263be1e2bb9b07a911cabd347,d07306d9dc16f6c93ff3562e63de66aa9cc8ae25b0992c0e55115b4932947d37,2026-07-21T06:30:05+08:00,frozen RCG-ED,784176.5865648361,True,OPTIMAL,True,784176.5865648359,784176.5865648356,2.96910986176988e-16,1.2608172999998715,True,True,2.8901825915243493,OPTIMAL,True,784176.5865648361,0.6308259000002181,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_021,main_factorial,21,stress_N0100_A080_C080_DM_O090_S20268021,100,0.8,0.8,M,0.9,20268021,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,751490.2914721853,751490.2914721853,751490.2914721853,0.0,0.6793636999937007,0.8751175999932457,True,0.6765031999966595,0.0,0.0,0.0,40,0,True,True,True,0,40,40,63,37,0.63,0.37,43195.0,26693.0,True,0,0,e8ad0b992774051269eefa39d4cf2f6076ad709d7598536263d225d1159ded06,5666817c08c841a5a0f911957fb54a0732af03fb55ad9b09e2bc86df7d8161f2,2026-07-21T06:30:06+08:00,frozen RCG-ED,751490.2914721854,True,OPTIMAL,True,751490.2914721859,751490.2914721856,3.09825218364098e-16,2.2862820999998803,True,True,3.365328615616465,OPTIMAL,True,751490.2914721854,0.9093282999997427,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_022,main_factorial,22,stress_N0100_A080_C080_DM_O110_S20268022,100,0.8,0.8,M,1.1,20268022,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,801648.4899361749,801648.4899361749,801647.9515342307,0.0,2.1081904000020586,2.3093975000083447,True,2.104013899996062,0.0,0.0,0.0,40,0,True,True,True,0,40,40,84,16,0.84,0.16,60413.0,10285.0,True,0,0,56d2c8228919c1abd5377ec218422837c54e236a0c1c5acd036b8368a08ecd16,fa936d42562da1f24b59dfd8209f8bd3a8238566883daafff7b131ae7bf986ef,2026-07-21T06:30:08+08:00,frozen RCG-ED,801648.8040366374,True,OPTIMAL,True,801648.4034435309,801648.4034435309,0.0,4.013410600000043,True,True,1.90372302235895,OPTIMAL,True,801648.8040366374,1.9137179999997898,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_023,main_factorial,23,stress_N0100_A080_C080_DH_O090_S20268023,100,0.8,0.8,H,0.9,20268023,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,728284.0194869039,728284.0194869039,728283.8979600194,0.0,2.029434600000968,2.2251657000015257,True,2.025282000002335,0.0,0.0,0.0,40,0,True,True,True,0,40,40,64,36,0.64,0.36,44845.0,23874.0,True,0,0,46558003945a6c27f85736cb6ba1f8cb9fcf48c4252da002f1e783979eba7c72,2c44684e04d284e434e75342b3327d76598f90792871ee1ff4c7c983c279d7cc,2026-07-21T06:30:10+08:00,frozen RCG-ED,728283.9077974102,True,OPTIMAL,True,728283.9077974103,728283.8979600201,1.3507630816963343e-08,3.550912799999878,True,True,1.7497054598350614,OPTIMAL,True,728283.9077974102,1.6791557000001376,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_024,main_factorial,24,stress_N0100_A080_C080_DH_O110_S20268024,100,0.8,0.8,H,1.1,20268024,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,771108.7666047305,771108.7666047305,771108.7666047305,0.0,1.6642305999994278,1.863820400001714,True,1.6582417000026908,0.0,0.0,0.0,40,0,True,True,True,0,40,40,87,13,0.87,0.13,63722.0,5737.0,True,0,0,08bc2e8006d614355b2f7e1a7fd1e23fb413526f78661036fcf29fd9831e109d,a9898b207817af393208531cfa2dd9a190c6ba8532faaaf4e3361de993c8e4ab,2026-07-21T06:30:12+08:00,frozen RCG-ED,771108.7666047305,True,OPTIMAL,True,771108.7666047303,771108.7666047298,6.038853498684665e-16,4.10606800000005,True,True,2.4672470269453415,OPTIMAL,True,771108.7666047305,1.9351271000000452,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_025,main_factorial,25,stress_N0100_A100_C050_DL_O090_S20268025,100,1.0,0.5,L,0.9,20268025,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,746019.7165888492,746019.7165888492,746019.7165888492,0.0,0.2741662000044016,0.46784470000420697,True,0.2728218999982346,0.0,0.0,0.0,50,0,True,True,True,0,50,50,65,35,0.65,0.35,52697.0,18973.0,True,0,0,14c9977fb2ee688d6e32e5513d7059aa0204860a108abd3bc80b9ee7bb18e40e,29d4f95e0d590f11e787c89521936ca0bed6455d3d824949e9f906b7e8583160,2026-07-21T06:30:13+08:00,frozen RCG-ED,746019.7165888489,True,OPTIMAL,True,746019.7165888491,746019.7165888486,6.241943435985316e-16,0.8088226999998369,True,True,2.950118212919213,OPTIMAL,True,746019.7165888489,0.4694494999998824,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_026,main_factorial,26,stress_N0100_A100_C050_DL_O110_S20268026,100,1.0,0.5,L,1.1,20268026,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,753318.9621257851,753318.9621257851,753318.9621257851,0.0,0.3228101999993669,0.5221963000076357,True,0.32136680000985507,0.0,0.0,0.0,50,0,True,True,True,0,50,50,72,28,0.72,0.28,57476.0,10351.0,True,0,0,2b64426505e3378176e6de38ac6e9b499416d751118f5ab405792cb5bd723a59,9b9ba9f3ca54ae02a44a31ca7612c3eb0c2bb2ad1e9fd369d90f8b9e2efd27a8,2026-07-21T06:30:13+08:00,frozen RCG-ED,753318.9621257853,True,OPTIMAL,True,753318.9621257853,753318.9621257851,3.0907312222281853e-16,0.9766414999999142,True,True,3.025435689460338,OPTIMAL,True,753318.9621257853,0.5711676000000807,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_027,main_factorial,27,stress_N0100_A100_C050_DM_O090_S20268027,100,1.0,0.5,M,0.9,20268027,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,731030.1702085952,731030.1702085952,731030.1702085952,0.0,0.4211585000011837,0.6124635999876773,True,0.41913510000449605,0.0,0.0,0.0,50,0,True,True,True,0,50,50,68,32,0.68,0.32,51134.0,19019.0,True,0,0,e85dffe9c5cb6548d308da83752ab61635017adef54667ca7feeebf66fe3dba0,d0d4b9d19b60164238109a25cbe2d0a6ff98fbcd1224d40e1c8ddb55d3da2933,2026-07-21T06:30:14+08:00,frozen RCG-ED,731030.1702085953,True,OPTIMAL,True,731030.1702085956,731030.1702085956,0.0,1.220715299999938,True,True,2.8984700534276455,OPTIMAL,True,731030.1702085953,0.6154274000000441,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_028,main_factorial,28,stress_N0100_A100_C050_DM_O110_S20268028,100,1.0,0.5,M,1.1,20268028,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,790287.8153891383,790287.8153891383,790287.2145699821,0.0,1.3304586000012932,1.531216499992297,True,1.327578900003573,0.0,0.0,0.0,50,0,True,True,True,0,50,50,85,15,0.85,0.15,64060.0,8476.0,True,0,0,3b54815f4ac2bcb8ffd47bd7e691d38bc1b9d5fc2625999e2f6d0c03e45d7c55,0be5566299da377454cb3fe55c0d75625a795192bbb35632bde4ca555ad8a46a,2026-07-21T06:30:16+08:00,frozen RCG-ED,790287.8153891383,True,OPTIMAL,True,790288.0852460498,790287.3684636268,9.069887758031343e-07,1.7991052000002128,True,True,1.3522444065515935,OPTIMAL,True,790287.8153891383,1.3122914999999011,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
True,C,STR_029,main_factorial,29,stress_N0100_A100_C050_DH_O090_S20268029,100,1.0,0.5,H,0.9,20268029,ECP-RCF,1,CERTIFIED_OPTIMAL,0,False,True,True,726114.8257744554,726114.8257744554,726114.8257744554,0.0,0.49343669999507256,0.6967656000051647,True,0.4907948000036413,0.0,0.0,0.0,50,0,True,True,True,0,50,50,69,31,0.69,0.31,55555.0,14748.0,True,0,0,31da172f311bafc5e399351e350c06ef162f66b5e366fed089a50946fefff147,f6321b6ab514c04f61a5dca25f8de94a8902b583333198004bd60459d728c683,2026-07-21T06:30:16+08:00,frozen RCG-ED,726114.8257744552,True,OPTIMAL,True,726114.8257744553,726114.8257744546,9.619579523343508e-16,1.8004384000000755,True,True,3.648772780820832,OPTIMAL,True,726114.8257744552,0.6782133000001522,new_ecp_formal_run,reused_frozen_baseline,historical_algorithm_result
