job_key,status,stage,instance_id,method,repeat,seed,runtime_s,time_limit_s,returncode,algorithm_hash,solver_runner_hash,solver_config_hash,instance_hash,instance_file,policy_id,protocol,risk_missing_rule,worker_result_file,validation_file,raw_log_file,job_result_file,metadata_N,metadata_admission,metadata_compatibility,metadata_DAG,metadata_outsource_multiplier,metadata_main_seed,metadata_second_seed,objective,UB,LB,root_LP,root_gap,root_integrality,pricing_iterations,generated_columns,retained_columns,node_count,fallback_used,rmp_s,pricing_s,closure_s,compact_s,bp_s,validation_s,certificate,worker_self_task_count,worker_outsource_task_count,worker_self_ton_km,worker_outsource_ton_km,recomputed_gap
ffa84c0b497e47d798de1c463e5e917e3152a019d0c2dc356b4ec0d89382b2b2,FEASIBLE,C,stress_N0400_A100_C080_DH_O110_S20268108,RCG_ED,1,20268108,605.1524914999973,600.0,0,0632d874f83c5adf8bffe9963edb486eb015c5edb36ef5016d6e122503a223b2,e90ecbd4df4b696144b81eb8632dc148454c814d0767e3c320b42bbbeb148c48,63842af969508c382e3436c8d49564cf02e7f347856d43b12ed7fef5dd3eac4c,b86164b1a150e3ca5bfb53d50356804d18eb2b5d039eff3c4f3caa23f5260e10,data/instances/stage_c_structural/STR_108/instances/stress_N0400_A100_C080_DH_O110_S20268108,,,,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O110_S20268108/RCG_ED/repeat_01/result.json,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O110_S20268108/RCG_ED/repeat_01/independent_validation.json,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O110_S20268108/RCG_ED/repeat_01/process_stdout.log,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O110_S20268108/RCG_ED/repeat_01/job_result.json,400,1.0,0.8,H,1.1,20268108,20268108,3961558.9021059303,3961558.9021059303,,,,,,,,0.0,False,,,,,,,False,0,400,,,
f15c069d4debcc55e6711539f37e281ece9963ee3fe6c79b1d4d507aa5e8df1c,FEASIBLE,C,stress_N0400_A100_C080_DH_O110_S20268108,COMPACT_GUROBI,1,20268108,607.4024906000013,600.0,0,0632d874f83c5adf8bffe9963edb486eb015c5edb36ef5016d6e122503a223b2,e90ecbd4df4b696144b81eb8632dc148454c814d0767e3c320b42bbbeb148c48,76e76018c6dfc8d82cd6875b4b3d760d1c419987e67eb1d04f1413716a9fc7a4,b86164b1a150e3ca5bfb53d50356804d18eb2b5d039eff3c4f3caa23f5260e10,data/instances/stage_c_structural/STR_108/instances/stress_N0400_A100_C080_DH_O110_S20268108,,,,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O110_S20268108/COMPACT_GUROBI/repeat_01/result.json,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O110_S20268108/COMPACT_GUROBI/repeat_01/independent_validation.json,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O110_S20268108/COMPACT_GUROBI/repeat_01/process_stdout.log,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O110_S20268108/COMPACT_GUROBI/repeat_01/job_result.json,400,1.0,0.8,H,1.1,20268108,20268108,3961558.9021059303,3961558.9021059303,22379.84001294,,,,,,,1.0,,,,,,,,False,0,400,,,0.9943507491454833
252a1adc83c85b8197ea0968604854c891dcf63ac42cf1637c5ef43a0f05f896,OPTIMAL,C,stress_N0400_A100_C080_DH_O090_S20268107,RCG_ED,1,20268107,194.65896220000286,600.0,0,0632d874f83c5adf8bffe9963edb486eb015c5edb36ef5016d6e122503a223b2,e90ecbd4df4b696144b81eb8632dc148454c814d0767e3c320b42bbbeb148c48,b8014ed98d84b2b68883c7bc536540d7174eab0593fc3f9e5ce6cf2d31bcc9a3,41fcb611d113d0d8b3f9a50786c9b3ce1999e7657aef319b5c38bec823c26c63,data/instances/stage_c_structural/STR_107/instances/stress_N0400_A100_C080_DH_O090_S20268107,,,,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O090_S20268107/RCG_ED/repeat_01/result.json,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O090_S20268107/RCG_ED/repeat_01/independent_validation.json,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O090_S20268107/RCG_ED/repeat_01/process_stdout.log,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O090_S20268107/RCG_ED/repeat_01/job_result.json,400,1.0,0.8,H,0.9,20268107,20268107,2733952.9396226434,2733952.9396226434,2733952.9396226434,,,,,,,1.0,False,,,,,,,True,282,118,,,0.0
342b6f56a6d3cb2521dc98ce090c22f6ba729ed948c16f3d2db3d86d92a25676,FEASIBLE,C,stress_N0400_A100_C080_DH_O090_S20268107,COMPACT_GUROBI,1,20268107,607.3905621000013,600.0,0,0632d874f83c5adf8bffe9963edb486eb015c5edb36ef5016d6e122503a223b2,e90ecbd4df4b696144b81eb8632dc148454c814d0767e3c320b42bbbeb148c48,716233df3c4e933ed237059676f7b717187654dfde22d6beb219e8c2628deed3,41fcb611d113d0d8b3f9a50786c9b3ce1999e7657aef319b5c38bec823c26c63,data/instances/stage_c_structural/STR_107/instances/stress_N0400_A100_C080_DH_O090_S20268107,,,,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O090_S20268107/COMPACT_GUROBI/repeat_01/result.json,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O090_S20268107/COMPACT_GUROBI/repeat_01/independent_validation.json,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O090_S20268107/COMPACT_GUROBI/repeat_01/process_stdout.log,run_state/stage_c_jobs/stress_N0400_A100_C080_DH_O090_S20268107/COMPACT_GUROBI/repeat_01/job_result.json,400,1.0,0.8,H,0.9,20268107,20268107,3208779.8466896135,3208779.8466896135,0.0,,,,,,,1.0,,,,,,,,False,0,400,,,1.0
1848334abdae824f736a81dfb9e98648ac12e35bf2d695ecc8f0bdbfaf13c376,OPTIMAL,C,stress_N0400_A100_C050_DM_O110_S20268100,RCG_ED,1,20268100,140.6952091000021,600.0,0,0632d874f83c5adf8bffe9963edb486eb015c5edb36ef5016d6e122503a223b2,e90ecbd4df4b696144b81eb8632dc148454c814d0767e3c320b42bbbeb148c48,918d840ddd257b42685017a7b30f5a39a3c8bd7ef4655ce6f424246f24daf117,2900813678e7757c943ab3be991493769d7095bdba3e78a149c505dc40d2a9d7,data/instances/stage_c_structural/STR_100/instances/stress_N0400_A100_C050_DM_O110_S20268100,,,,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O110_S20268100/RCG_ED/repeat_01/result.json,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O110_S20268100/RCG_ED/repeat_01/independent_validation.json,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O110_S20268100/RCG_ED/repeat_01/process_stdout.log,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O110_S20268100/RCG_ED/repeat_01/job_result.json,400,1.0,0.5,M,1.1,20268100,20268100,2762928.591706175,2762928.591706175,2762928.099796556,,,,,,,0.0,False,,,,,,,True,346,54,,,1.7803920826319276e-07
357c3d4e160292e888ebb751e81ca27df059544431c4a0ecf08fc5ac96f54199,FEASIBLE,C,stress_N0400_A100_C050_DM_O110_S20268100,COMPACT_GUROBI,1,20268100,601.3555878000006,600.0,0,0632d874f83c5adf8bffe9963edb486eb015c5edb36ef5016d6e122503a223b2,e90ecbd4df4b696144b81eb8632dc148454c814d0767e3c320b42bbbeb148c48,43cebc0e51b996859f3b9eefacdd782dfed5512b0d4d0fd0df553a6842e19d08,2900813678e7757c943ab3be991493769d7095bdba3e78a149c505dc40d2a9d7,data/instances/stage_c_structural/STR_100/instances/stress_N0400_A100_C050_DM_O110_S20268100,,,,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O110_S20268100/COMPACT_GUROBI/repeat_01/result.json,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O110_S20268100/COMPACT_GUROBI/repeat_01/independent_validation.json,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O110_S20268100/COMPACT_GUROBI/repeat_01/process_stdout.log,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O110_S20268100/COMPACT_GUROBI/repeat_01/job_result.json,400,1.0,0.5,M,1.1,20268100,20268100,3795192.282813435,3795192.282813435,12575.524031949999,,,,,,,1.0,,,,,,,,False,0,400,,,0.9966864593161989
d39137fa3d2273dbfb7a68a869f4e6df382a5d873d4e64fb7d92236b52fa4e4b,OPTIMAL,C,stress_N0400_A100_C050_DM_O090_S20268099,RCG_ED,1,20268099,37.030693799999426,600.0,0,0632d874f83c5adf8bffe9963edb486eb015c5edb36ef5016d6e122503a223b2,e90ecbd4df4b696144b81eb8632dc148454c814d0767e3c320b42bbbeb148c48,51544dfa46b5e6604678e280bd8162403e49bcd1c97a0e2a075b99fc8101856e,adbbd4ffbd376456aaaa9b4063849e36951c158e56248d5b994970394a29a6c8,data/instances/stage_c_structural/STR_099/instances/stress_N0400_A100_C050_DM_O090_S20268099,,,,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O090_S20268099/RCG_ED/repeat_01/result.json,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O090_S20268099/RCG_ED/repeat_01/independent_validation.json,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O090_S20268099/RCG_ED/repeat_01/process_stdout.log,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O090_S20268099/RCG_ED/repeat_01/job_result.json,400,1.0,0.5,M,0.9,20268099,20268099,2649659.5017277505,2649659.5017277505,2649659.5017277505,,,,,,,1.0,False,,,,,,,True,286,114,,,0.0
f755d68066f3d2ab67c75ebc33bfcc86cddd82ebf339fa3c294c6a5e741ccbbb,OPTIMAL,C,stress_N0400_A100_C050_DM_O090_S20268099,COMPACT_GUROBI,1,20268099,310.84136750000107,600.0,0,0632d874f83c5adf8bffe9963edb486eb015c5edb36ef5016d6e122503a223b2,e90ecbd4df4b696144b81eb8632dc148454c814d0767e3c320b42bbbeb148c48,0ed9b0e5ec6d73d161f58f776ac74b5029ee9acbb6acf7217326fafec0282779,adbbd4ffbd376456aaaa9b4063849e36951c158e56248d5b994970394a29a6c8,data/instances/stage_c_structural/STR_099/instances/stress_N0400_A100_C050_DM_O090_S20268099,,,,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O090_S20268099/COMPACT_GUROBI/repeat_01/result.json,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O090_S20268099/COMPACT_GUROBI/repeat_01/independent_validation.json,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O090_S20268099/COMPACT_GUROBI/repeat_01/process_stdout.log,run_state/stage_c_jobs/stress_N0400_A100_C050_DM_O090_S20268099/COMPACT_GUROBI/repeat_01/job_result.json,400,1.0,0.5,M,0.9,20268099,20268099,2649659.50172775,2649659.50172775,2649659.50172775,,,,,,,1.0,,,,,,,,True,286,114,,,0.0
7b49e1495b3811ffae6224e471a1d15c28b222345073b3872a3990fc7e036679,OPTIMAL,C,stress_N0400_A100_C050_DL_O110_S20268098,RCG_ED,1,20268098,23.795729699999356,600.0,0,0632d874f83c5adf8bffe9963edb486eb015c5edb36ef5016d6e122503a223b2,e90ecbd4df4b696144b81eb8632dc148454c814d0767e3c320b42bbbeb148c48,51834041650a04323d0dc6e30dedbd401d5946bc235068aeb40e051ad6f9b9d0,4f4d61d541b775177053ceefa3146fdd8a212c053276343d080b571a37c3ed34,data/instances/stage_c_structural/STR_098/instances/stress_N0400_A100_C050_DL_O110_S20268098,,,,run_state/stage_c_jobs/stress_N0400_A100_C050_DL_O110_S20268098/RCG_ED/repeat_01/result.json,run_state/stage_c_jobs/stress_N0400_A100_C050_DL_O110_S20268098/RCG_ED/repeat_01/independent_validation.json,run_state/stage_c_jobs/stress_N0400_A100_C050_DL_O110_S20268098/RCG_ED/repeat_01/process_stdout.log,run_state/stage_c_jobs/stress_N0400_A100_C050_DL_O110_S20268098/RCG_ED/repeat_01/job_result.json,400,1.0,0.5,L,1.1,20268098,20268098,2850493.13721802,2850493.13721802,2850493.13721802,,,,,,,1.0,False,,,,,,,True,310,90,,,0.0
8bdd6e521cf926736c3bdf5b8dac2cdd76e9d29e498e8a9162f2f6bfc421d7dc,OPTIMAL,C,stress_N0400_A100_C050_DL_O110_S20268098,COMPACT_GUROBI,1,20268098,140.31397610000204,600.0,0,0632d874f83c5adf8bffe9963edb486eb015c5edb36ef5016d6e122503a223b2,e90ecbd4df4b696144b81eb8632dc148454c814d0767e3c320b42bbbeb148c48,c2475802a1fa8b96918a84068507b4335840adfacf2a8fa44fa126599b38338e,4f4d61d541b775177053ceefa3146fdd8a212c053276343d080b571a37c3ed34,data/instances/stage_c_structural/STR_098/instances/stress_N0400_A100_C050_DL_O110_S20268098,,,,run_state/stage_c_jobs/stress_N0400_A100_C050_DL_O110_S20268098/COMPACT_GUROBI/repeat_01/result.json,run_state/stage_c_jobs/stress_N0400_A100_C050_DL_O110_S20268098/COMPACT_GUROBI/repeat_01/independent_validation.json,run_state/stage_c_jobs/stress_N0400_A100_C050_DL_O110_S20268098/COMPACT_GUROBI/repeat_01/process_stdout.log,run_state/stage_c_jobs/stress_N0400_A100_C050_DL_O110_S20268098/COMPACT_GUROBI/repeat_01/job_result.json,400,1.0,0.5,L,1.1,20268098,20268098,2850493.13721802,2850493.13721802,2850493.137218017,,,,,,,1.0,,,,,,,,True,310,90,,,9.801699528290214e-16
