source_result_file,completed,instance_name,method,method_id,algorithm_name,algorithm_version,repeat,success,optimal_certified,objective,best_bound,global_gap,reduced_cost_filtering_complete,root_pricing_complete,total_wall_seconds,root_seconds,enumeration_seconds,finite_master_seconds,enumeration_complete,incomplete_reason,enumerated_route_count,explored_prefix_count,pruned_prefix_count,relevant_reduced_cost_cutoff,finite_master_gap,implicit_closure_used,implicit_closure_seconds,network_filter_seconds,root_cg_time,reduced_cost_filter_time,filtered_compact_build_time,filtered_compact_mip_time,fallback_bp_time,independent_validation_time,sparse_filtered_model_used
EXP2_CVAR_ABLATION/OFF/GD-4-500-9_REVISED_DERIVED/repeat_01/result.json,True,GD-4-500-9_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,1,True,True,91871.61194330954,91871.61194330954,0.0,True,True,467.1119752000086,305.41295650000393,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,1.0500000000174623,,True,155.9729143000004,4.098031499990611,305.41295650000393,4.098031499990611,11.812998400011566,143.53717049999977,0.0,0.02079520000552293,True
EXP2_CVAR_ABLATION/OFF/GD-4-500-9_REVISED_DERIVED/repeat_02/result.json,True,GD-4-500-9_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,2,True,True,91871.61194330954,91871.61194330954,0.0,True,True,470.10855370000354,305.06944900000235,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,1.0500000000174623,,True,159.62639489999856,3.7848301000049105,305.06944900000235,3.7848301000049105,12.293988800010993,146.7664378999907,0.0,0.015495800005737692,True
EXP2_CVAR_ABLATION/OFF/GD-4-500-9_REVISED_DERIVED/repeat_03/result.json,True,GD-4-500-9_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,3,True,True,91871.61194330954,91871.61194330954,0.0,True,True,472.1032065000036,312.79325839999365,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,1.0500000000174623,,True,153.30934569999226,4.324359400008689,312.79325839999365,4.324359400008689,12.06887520001328,140.6503253999981,0.0,0.02240489999530837,True
EXP2_CVAR_ABLATION/OFF/GD-4-750-2_REVISED_DERIVED/repeat_01/result.json,True,GD-4-750-2_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,1,True,False,147145.38974980198,,,False,False,1211.4438314,1210.3243258000002,0.0,0.0,False,root_not_ready,0,0,0,,,False,0.0,0.0,1210.3243258000002,0.0,0.0,0.0,0.0,0.0009303000115323812,False
EXP2_CVAR_ABLATION/OFF/GD-4-750-2_REVISED_DERIVED/repeat_02/result.json,True,GD-4-750-2_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,2,True,False,147145.38974980198,,,False,False,1216.0030782999966,1214.9812868000008,0.0,0.0,False,root_not_ready,0,0,0,,,False,0.0,0.0,1214.9812868000008,0.0,0.0,0.0,0.0,0.0010194000060437247,False
EXP2_CVAR_ABLATION/OFF/GD-4-750-2_REVISED_DERIVED/repeat_03/result.json,True,GD-4-750-2_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,3,True,False,147145.38974980198,,,False,False,1217.3708818000014,1216.3083409999963,0.0,0.0,False,root_not_ready,0,0,0,,,False,0.0,0.0,1216.3083409999963,0.0,0.0,0.0,0.0,0.001165999987279065,False
EXP2_CVAR_ABLATION/ON/GD-4-250-2_REVISED_DERIVED/repeat_01/result.json,True,GD-4-250-2_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,1,True,True,46357.24385236132,46357.24385236132,0.0,True,True,10.940218100004131,10.841363700004877,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,10.841363700004877,0.0,0.0,0.0,0.0,0.0065005999931599945,False
EXP2_CVAR_ABLATION/ON/GD-4-250-2_REVISED_DERIVED/repeat_02/result.json,True,GD-4-250-2_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,2,True,True,46357.24385236132,46357.24385236132,0.0,True,True,11.419478499999968,11.330564699994284,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,11.330564699994284,0.0,0.0,0.0,0.0,0.0024225999950431287,False
EXP2_CVAR_ABLATION/ON/GD-4-250-2_REVISED_DERIVED/repeat_03/result.json,True,GD-4-250-2_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,3,True,True,46357.24385236132,46357.24385236132,0.0,True,True,11.224831800005632,11.135592999999062,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,11.135592999999062,0.0,0.0,0.0,0.0,0.002811500002280809,False
EXP2_CVAR_ABLATION/ON/GD-4-250-5_REVISED_DERIVED/repeat_01/result.json,True,GD-4-250-5_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,1,True,True,47151.28316899456,47151.28316899456,0.0,True,True,14.04707449999114,13.965186699992046,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,13.965186699992046,0.0,0.0,0.0,0.0,0.003500699996948242,False
EXP2_CVAR_ABLATION/ON/GD-4-250-5_REVISED_DERIVED/repeat_02/result.json,True,GD-4-250-5_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,2,True,True,47151.28316899456,47151.28316899456,0.0,True,True,10.951294099999359,10.873073000009754,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,10.873073000009754,0.0,0.0,0.0,0.0,0.0036885000008624047,False
EXP2_CVAR_ABLATION/ON/GD-4-250-5_REVISED_DERIVED/repeat_03/result.json,True,GD-4-250-5_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,3,True,True,47151.28316899456,47151.28316899456,0.0,True,True,10.822737599999527,10.706526699999813,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,10.706526699999813,0.0,0.0,0.0,0.0,0.0042609999945852906,False
EXP2_CVAR_ABLATION/ON/GD-4-250-9_REVISED_DERIVED/repeat_01/result.json,True,GD-4-250-9_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,1,True,True,45929.291180134336,45929.29118013434,0.0,True,True,10.855902299997979,10.79592770000454,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,10.79592770000454,0.0,0.0,0.0,0.0,0.002672400005394593,False
EXP2_CVAR_ABLATION/ON/GD-4-250-9_REVISED_DERIVED/repeat_02/result.json,True,GD-4-250-9_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,2,True,True,45929.291180134336,45929.29118013434,0.0,True,True,10.802528200001689,10.731294800003525,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,10.731294800003525,0.0,0.0,0.0,0.0,0.0029492000030586496,False
EXP2_CVAR_ABLATION/ON/GD-4-250-9_REVISED_DERIVED/repeat_03/result.json,True,GD-4-250-9_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,3,True,True,45929.291180134336,45929.29118013434,0.0,True,True,10.113219599996228,10.044692199997371,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,10.044692199997371,0.0,0.0,0.0,0.0,0.003217200006474741,False
EXP2_CVAR_ABLATION/ON/GD-4-500-1_REVISED_DERIVED/repeat_01/result.json,False,GD-4-500-1_REVISED_DERIVED,ECP-RCG-ED,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP2_CVAR_ABLATION/ON/GD-4-500-1_REVISED_DERIVED/repeat_02/result.json,False,GD-4-500-1_REVISED_DERIVED,ECP-RCG-ED,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP2_CVAR_ABLATION/ON/GD-4-500-1_REVISED_DERIVED/repeat_03/result.json,False,GD-4-500-1_REVISED_DERIVED,ECP-RCG-ED,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP2_CVAR_ABLATION/ON/GD-4-500-5_REVISED_DERIVED/repeat_01/result.json,True,GD-4-500-5_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,1,True,True,93672.21016294768,93672.21016294765,0.0,True,True,84.76533789999667,84.3874441999942,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,84.3874441999942,0.0,0.0,0.0,0.0,0.016492599999764934,False
EXP2_CVAR_ABLATION/ON/GD-4-500-5_REVISED_DERIVED/repeat_02/result.json,True,GD-4-500-5_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,2,True,True,93672.21016294768,93672.21016294765,0.0,True,True,90.95379839999077,90.61476359999506,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,90.61476359999506,0.0,0.0,0.0,0.0,0.006997600008617155,False
EXP2_CVAR_ABLATION/ON/GD-4-500-5_REVISED_DERIVED/repeat_03/result.json,True,GD-4-500-5_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,3,True,True,93672.21016294768,93672.21016294765,0.0,True,True,103.82873290000134,103.38799550000113,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,103.38799550000113,0.0,0.0,0.0,0.0,0.010333600002923049,False
EXP2_CVAR_ABLATION/ON/GD-4-500-9_REVISED_DERIVED/repeat_01/result.json,True,GD-4-500-9_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,1,True,True,91871.61194330954,91871.61194330954,0.0,True,True,277.7210960999946,109.49909539999499,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,1.0500000000174623,,True,162.37660270000924,4.194841299991822,109.49909539999499,4.194841299991822,12.01419440000609,149.83649439999135,0.0,0.024177599989343435,True
EXP2_CVAR_ABLATION/ON/GD-4-500-9_REVISED_DERIVED/repeat_02/result.json,True,GD-4-500-9_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,2,True,True,91871.61194330954,91871.61194330954,0.0,True,True,293.3908756000019,118.02578840000206,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,1.0500000000174623,,True,169.37828239999362,5.302604099997552,118.02578840000206,5.302604099997552,12.417436000003363,156.7420054999966,0.0,0.011100400006398559,True
EXP2_CVAR_ABLATION/ON/GD-4-500-9_REVISED_DERIVED/repeat_03/result.json,True,GD-4-500-9_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,3,True,True,91871.61194330954,91871.61194330954,0.0,True,True,284.35304950000136,113.32140770000115,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,1.0500000000174623,,True,165.2831678999937,3.8779978999955347,113.32140770000115,3.8779978999955347,13.284952699992573,151.49427450000076,0.0,0.02076679999299813,True
EXP2_CVAR_ABLATION/ON/GD-4-750-2_REVISED_DERIVED/repeat_01/result.json,True,GD-4-750-2_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,1,True,False,147145.38974980198,140602.54841849106,0.0444651466310702,False,True,1215.4055771999992,1211.391324600001,0.0,0.0,False,ecp_direct_sparse_implicit_closure,0,0,0,6542.8413313109195,,False,0.0,0.0,1211.391324600001,0.0,0.0,0.0,0.0,0.0,False
EXP2_CVAR_ABLATION/ON/GD-4-750-2_REVISED_DERIVED/repeat_02/result.json,True,GD-4-750-2_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,2,True,False,147145.38974980198,,,False,False,1219.7889278999937,1215.0305528000026,0.0,0.0,False,root_not_ready,0,0,0,,,False,0.0,0.0,1215.0305528000026,0.0,0.0,0.0,0.0,0.0012083000037819147,False
EXP2_CVAR_ABLATION/ON/GD-4-750-2_REVISED_DERIVED/repeat_03/result.json,True,GD-4-750-2_REVISED_DERIVED,ECP-RCG-ED,ECP_RCG_ED,Equivalence-Class Pricing–Enhanced RCG-ED,final,3,True,False,147145.38974980198,,,False,False,1232.4481345000095,1227.7398794000037,0.0,0.0,False,root_not_ready,0,0,0,,,False,0.0,0.0,1227.7398794000037,0.0,0.0,0.0,0.0,0.014987600006861612,False
EXP2_CVAR_ABLATION/ON/GD-4-750-7_REVISED_DERIVED/repeat_01/result.json,False,GD-4-750-7_REVISED_DERIVED,ECP-RCG-ED,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP2_CVAR_ABLATION/ON/GD-4-750-7_REVISED_DERIVED/repeat_02/result.json,False,GD-4-750-7_REVISED_DERIVED,ECP-RCG-ED,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP2_CVAR_ABLATION/ON/GD-4-750-7_REVISED_DERIVED/repeat_03/result.json,False,GD-4-750-7_REVISED_DERIVED,ECP-RCG-ED,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP2_CVAR_ABLATION/ON/GD-4-750-8_REVISED_DERIVED/repeat_01/result.json,False,GD-4-750-8_REVISED_DERIVED,ECP-RCG-ED,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP2_CVAR_ABLATION/ON/GD-4-750-8_REVISED_DERIVED/repeat_02/result.json,False,GD-4-750-8_REVISED_DERIVED,ECP-RCG-ED,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP2_CVAR_ABLATION/ON/GD-4-750-8_REVISED_DERIVED/repeat_03/result.json,False,GD-4-750-8_REVISED_DERIVED,ECP-RCG-ED,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
