completed,instance_name,method,method_id,algorithm_name,algorithm_version,repeat,success,optimal_certified,objective,best_bound,global_gap,reduced_cost_filtering_complete,root_pricing_complete,total_wall_seconds,root_seconds,enumeration_seconds,finite_master_seconds,enumeration_complete,incomplete_reason,enumerated_route_count,explored_prefix_count,pruned_prefix_count,relevant_reduced_cost_cutoff,finite_master_gap,implicit_closure_used,implicit_closure_seconds,network_filter_seconds,root_cg_time,reduced_cost_filter_time,filtered_compact_build_time,filtered_compact_mip_time,fallback_bp_time,independent_validation_time,sparse_filtered_model_used
True,GD-4-250-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,43657.65000000001,43657.65,0.0,True,True,5.101381300002686,5.063420200007386,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,5.063420200007386,0.0,0.0,0.0,0.0,0.0025560000067343935,False
True,GD-4-250-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,43657.65000000001,43657.65,0.0,True,True,5.013739899994107,4.975816999998642,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,4.975816999998642,0.0,0.0,0.0,0.0,0.0024523000029148534,False
True,GD-4-250-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,43197.799999999996,43197.799999999996,0.0,True,True,8.407940200006124,8.374848499996006,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,8.374848499996006,0.0,0.0,0.0,0.0,0.0025602999958209693,False
True,GD-4-250-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,43197.799999999996,43197.799999999996,0.0,True,True,8.639743399995496,8.60428580000007,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,8.60428580000007,0.0,0.0,0.0,0.0,0.0036373000039020553,False
True,GD-4-250-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,43197.799999999996,43197.799999999996,0.0,True,True,8.213590700004715,8.183295499999076,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,8.183295499999076,0.0,0.0,0.0,0.0,0.002582000000984408,False
True,GD-4-250-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,43197.799999999996,43197.799999999996,0.0,True,True,3.2233663000079105,3.1915649000002304,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,3.1915649000002304,0.0,0.0,0.0,0.0,0.0026665000041248277,False
True,GD-4-250-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,43197.799999999996,43197.799999999996,0.0,True,True,3.1367379000002984,3.1048297000088496,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,3.1048297000088496,0.0,0.0,0.0,0.0,0.002868700001272373,False
True,GD-4-250-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,43197.799999999996,43197.799999999996,0.0,True,True,3.0974485000042478,3.068696300004376,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,3.068696300004376,0.0,0.0,0.0,0.0,0.002553099999204278,False
True,GD-4-500-1_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,84422.5,84422.50000000001,0.0,True,True,145.88226470000518,145.6601937999949,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,145.6601937999949,0.0,0.0,0.0,0.0,0.004654800010030158,False
True,GD-4-500-1_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,84422.5,84422.50000000001,0.0,True,True,148.42865990000428,148.20847990000038,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,148.20847990000038,0.0,0.0,0.0,0.0,0.005010299995774403,False
True,GD-4-500-1_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,84422.5,84422.50000000001,0.0,True,True,143.88109809999878,143.68249859999924,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,143.68249859999924,0.0,0.0,0.0,0.0,0.004673400006140582,False
True,GD-4-500-1_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,84422.5,84422.50000000001,0.0,True,True,52.01153289999638,51.73523029999342,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,51.73523029999342,0.0,0.0,0.0,0.0,0.0052496999996947125,False
True,GD-4-500-1_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,84422.5,84422.50000000001,0.0,True,True,51.133606699993834,50.91262409999035,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,50.91262409999035,0.0,0.0,0.0,0.0,0.005259999990812503,False
True,GD-4-500-1_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,84422.5,84422.50000000001,0.0,True,True,49.619018700002925,49.409818799991626,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,49.409818799991626,0.0,0.0,0.0,0.0,0.004538199995295145,False
True,GD-4-500-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,87251.95,87251.94999999997,0.0,True,True,109.18304570000328,108.94495619999361,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,108.94495619999361,0.0,0.0,0.0,0.0,0.005482500011567026,False
True,GD-4-500-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,87251.95,87251.94999999997,0.0,True,True,103.21612440000172,103.01252610000665,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,103.01252610000665,0.0,0.0,0.0,0.0,0.00508119999722112,False
True,GD-4-500-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,87251.95,87251.94999999997,0.0,True,True,103.76003720000153,103.56814329999906,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,103.56814329999906,0.0,0.0,0.0,0.0,0.0048783999955048785,False
True,GD-4-500-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,87251.95,87251.94999999997,0.0,True,True,33.066577000005054,32.84978219999175,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,32.84978219999175,0.0,0.0,0.0,0.0,0.0049697999929776415,False
True,GD-4-500-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,87251.95,87251.94999999997,0.0,True,True,32.781222800011165,32.573674900006154,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,32.573674900006154,0.0,0.0,0.0,0.0,0.005359099988709204,False
True,GD-4-500-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,87251.95,87251.94999999997,0.0,True,True,31.312833100004354,31.11959040000511,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,31.11959040000511,0.0,0.0,0.0,0.0,0.004907499998807907,False
True,GD-4-500-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,86658.6,86658.59999999998,0.0,True,True,156.53215769999952,156.28885420000006,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,156.28885420000006,0.0,0.0,0.0,0.0,0.005255800002487376,False
True,GD-4-500-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,86658.6,86658.59999999998,0.0,True,True,144.5524294999923,144.28504679999605,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,144.28504679999605,0.0,0.0,0.0,0.0,0.00516790000256151,False
True,GD-4-500-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,86658.6,86658.59999999998,0.0,True,True,146.56351550000545,146.32630040000367,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,146.32630040000367,0.0,0.0,0.0,0.0,0.004873600002611056,False
True,GD-4-500-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,86658.6,86658.59999999998,0.0,True,True,45.057996099989396,44.801402099998086,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,44.801402099998086,0.0,0.0,0.0,0.0,0.005323699995642528,False
True,GD-4-500-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,86658.6,86658.59999999998,0.0,True,True,44.988738100000774,44.67776619999495,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,44.67776619999495,0.0,0.0,0.0,0.0,0.004747600003611296,False
True,GD-4-500-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,86658.6,86658.59999999998,0.0,True,True,42.43750680000812,42.22464190000028,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,42.22464190000028,0.0,0.0,0.0,0.0,0.004740300006233156,False
True,GD-4-750-2_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,130146.34999999999,130146.34999999996,0.0,True,True,1449.7105419,1448.6793417000008,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,1448.6793417000008,0.0,0.0,0.0,0.0,0.02210830000694841,False
True,GD-4-750-2_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,130146.34999999999,130146.34999999996,0.0,True,True,1305.1171114000026,1304.2387498000026,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,1304.2387498000026,0.0,0.0,0.0,0.0,0.00794300000416115,False
True,GD-4-750-2_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,130146.34999999999,130146.34999999996,0.0,True,True,1306.8136489000026,1305.9436199000047,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,1305.9436199000047,0.0,0.0,0.0,0.0,0.008055199999944307,False
True,GD-4-750-2_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,130146.34999999999,130146.34999999996,0.0,True,True,785.6166039999953,783.8373702999961,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,783.8373702999961,0.0,0.0,0.0,0.0,0.0182790999970166,False
True,GD-4-750-2_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,130146.34999999999,130146.34999999996,0.0,True,True,643.4821114000079,642.4047473000101,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,642.4047473000101,0.0,0.0,0.0,0.0,0.008191699991584755,False
True,GD-4-750-2_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,130146.34999999999,130146.34999999996,0.0,True,True,641.3848365999875,640.5557401999977,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,640.5557401999977,0.0,0.0,0.0,0.0,0.007989200006704777,False
True,GD-4-750-7_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,130092.75,130092.74999999999,0.0,True,True,1158.8500468999991,1036.5143003999983,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,2.000000000014552,,True,111.79534830000193,8.308894899993902,1036.5143003999983,8.308894899993902,21.743802299999516,89.40442999999505,0.0,0.015940900004352443,True
True,GD-4-750-7_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,130092.75,130092.74999999999,0.0,True,True,1070.9968264999916,945.0118941999972,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,2.000000000014552,,True,115.51193420001073,8.214940599995316,945.0118941999972,8.214940599995316,21.691754199986462,93.31226250001055,0.0,0.01759200000378769,True
True,GD-4-750-7_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,130092.75,130092.74999999999,0.0,True,True,1069.6297914000024,948.8587581000029,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,2.000000000014552,,True,110.56945749999431,8.012499100004788,948.8587581000029,8.012499100004788,21.29009359999327,88.72753070000908,0.0,0.016267600003629923,True
True,GD-4-750-7_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,130092.75,130092.74999999999,0.0,True,True,659.1638591999945,486.33374289999483,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,2.000000000014552,,True,159.8017273000005,8.681423000001814,486.33374289999483,8.681423000001814,25.3602816999919,132.6789834000083,0.0,0.02167349999945145,True
True,GD-4-750-7_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,130092.75,130092.74999999999,0.0,True,True,523.982344899996,402.30313359999855,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,2.000000000014552,,True,111.48350990000472,8.039901399999508,402.30313359999855,8.039901399999508,21.414509599999292,89.70236889999069,0.0,0.014895900007104501,True
True,GD-4-750-7_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,130092.75,130092.74999999999,0.0,True,True,566.0739196000068,434.7898118000012,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,2.000000000014552,,True,121.31939889999921,7.913712499997928,434.7898118000012,7.913712499997928,21.364952900010394,99.31197129999055,0.0,0.017595800003618933,True
True,GD-4-750-8_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,128319.05,128319.05,0.0,True,True,1140.515661700003,1139.608122500009,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,1139.608122500009,0.0,0.0,0.0,0.0,0.010719300000346266,False
True,GD-4-750-8_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,128319.05,128319.05,0.0,True,True,957.4244177999935,956.4927667000011,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,956.4927667000011,0.0,0.0,0.0,0.0,0.014793199996347539,False
True,GD-4-750-8_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,128319.05,128319.05,0.0,True,True,938.0529138999991,937.2874133000005,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,937.2874133000005,0.0,0.0,0.0,0.0,0.008154199997079559,False
True,GD-4-750-8_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,128319.05,128319.05,0.0,True,True,349.26865030000044,348.4425661999994,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,348.4425661999994,0.0,0.0,0.0,0.0,0.007568900007754564,False
True,GD-4-750-8_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,128319.05,128319.05,0.0,True,True,346.9362498999981,346.11660789999587,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,346.11660789999587,0.0,0.0,0.0,0.0,0.00750279999920167,False
True,GD-4-750-8_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,128319.05,128319.05,0.0,True,True,358.1869951000117,357.17163650000293,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,357.17163650000293,0.0,0.0,0.0,0.0,0.007668499994906597,False
