completed,instance_name,method,method_id,algorithm_name,algorithm_version,repeat,success,optimal_certified,objective,best_bound,global_gap,reduced_cost_filtering_complete,root_pricing_complete,total_wall_seconds,root_seconds,enumeration_seconds,finite_master_seconds,enumeration_complete,incomplete_reason,enumerated_route_count,explored_prefix_count,pruned_prefix_count,relevant_reduced_cost_cutoff,finite_master_gap,implicit_closure_used,implicit_closure_seconds,network_filter_seconds,root_cg_time,reduced_cost_filter_time,filtered_compact_build_time,filtered_compact_mip_time,fallback_bp_time,independent_validation_time,sparse_filtered_model_used
True,formal_H01_N0080_K029,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,663853.823942023,663853.823942023,0.0,True,True,0.632291100002476,0.6298967000038829,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.6298967000038829,0.0,0.0,0.0,0.0,0.0010307999909855425,False
True,formal_H01_N0080_K029,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,663853.823942023,663853.823942023,0.0,True,True,0.6413950999994995,0.6389905999967596,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.6389905999967596,0.0,0.0,0.0,0.0,0.0009512999968137592,False
True,formal_H01_N0100_K036,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,802261.3097339005,802261.3097339005,0.0,True,True,1.437056399998255,1.4324091000016779,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,1.4324091000016779,0.0,0.0,0.0,0.0,0.0013661999983014539,False
True,formal_H01_N0100_K036,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,802261.3097339005,802261.3097339005,0.0,True,True,1.4179718000086723,1.4128510000009555,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,1.4128510000009555,0.0,0.0,0.0,0.0,0.0014768999972147867,False
True,formal_H01_N0100_K036,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,802261.3097339005,802261.3097339005,0.0,True,True,1.4531973999983165,1.4481599999999162,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,1.4481599999999162,0.0,0.0,0.0,0.0,0.0013187000004108995,False
True,formal_H01_N0150_K053,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,1223053.373570482,1223053.373570482,0.0,True,True,4.131616400001803,4.11916950000159,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,4.11916950000159,0.0,0.0,0.0,0.0,0.0017751999985193834,False
True,formal_H01_N0150_K053,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,1223053.373570482,1223053.373570482,0.0,True,True,4.089311000003363,4.0768194000120275,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,4.0768194000120275,0.0,0.0,0.0,0.0,0.001819099998101592,False
True,formal_H01_N0150_K053,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,1223053.373570482,1223053.373570482,0.0,True,True,4.092109400007757,4.080025700008264,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,4.080025700008264,0.0,0.0,0.0,0.0,0.0017483999981777743,False
True,formal_H01_N0200_K071,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,1644039.92387448,1644039.92387448,0.0,True,True,10.16995080000197,10.146137899995665,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,10.146137899995665,0.0,0.0,0.0,0.0,0.0021975000126985833,False
True,formal_H01_N0200_K071,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,1644039.92387448,1644039.92387448,0.0,True,True,10.176358299999265,10.15200879999611,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,10.15200879999611,0.0,0.0,0.0,0.0,0.0022600999946007505,False
True,formal_H01_N0200_K071,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,1644039.92387448,1644039.92387448,0.0,True,True,10.250688000000082,10.225797899998724,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,10.225797899998724,0.0,0.0,0.0,0.0,0.0022803000028943643,False
True,formal_H02_N0020_K008,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,170532.64898452244,170532.64898452244,0.0,True,True,0.056304500001715496,0.056087599994498305,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.056087599994498305,0.0,0.0,0.0,0.0,0.00043480000749696046,False
True,formal_H02_N0020_K008,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,170532.64898452244,170532.64898452244,0.0,True,True,0.05638750000798609,0.05616320000262931,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.05616320000262931,0.0,0.0,0.0,0.0,0.00048740000056568533,False
True,formal_H02_N0020_K008,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,170532.64898452244,170532.64898452244,0.0,True,True,0.0549369999935152,0.05473659999552183,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.05473659999552183,0.0,0.0,0.0,0.0,0.00038860000495333225,False
True,formal_H02_N0040_K015,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,322488.6464492446,322488.6464492446,0.0,True,True,0.15305199999420438,0.15239759998803493,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.15239759998803493,0.0,0.0,0.0,0.0,0.0006059000006644055,False
True,formal_H02_N0040_K015,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,322488.6464492446,322488.6464492446,0.0,True,True,0.14998270000796765,0.14934260000882205,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.14934260000882205,0.0,0.0,0.0,0.0,0.0006037999992258847,False
True,formal_H02_N0040_K015,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,322488.6464492446,322488.6464492446,0.0,True,True,0.14893599999777507,0.14828020001004916,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.14828020001004916,0.0,0.0,0.0,0.0,0.0005971999926259741,False
True,formal_H02_N0060_K023,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,488771.93349327036,488771.93349327036,0.0,True,True,0.5248265999980504,0.522618600007263,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.522618600007263,0.0,0.0,0.0,0.0,0.0008778000046731904,False
True,formal_H02_N0060_K023,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,488771.93349327036,488771.93349327036,0.0,True,True,0.5291239999933168,0.5270460999890929,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.5270460999890929,0.0,0.0,0.0,0.0,0.0008219000010285527,False
True,formal_H02_N0060_K023,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,488771.93349327036,488771.93349327036,0.0,True,True,0.5212477000022773,0.5191745000047376,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.5191745000047376,0.0,0.0,0.0,0.0,0.0008177999989129603,False
True,formal_H02_N0080_K030,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,668055.7621047971,668055.7621047971,0.0,True,True,1.124033200001577,1.1198158000042895,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,1.1198158000042895,0.0,0.0,0.0,0.0,0.0011052000045310706,False
True,formal_H02_N0080_K030,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,668055.7621047971,668055.7621047971,0.0,True,True,1.1337766999931773,1.1295316999894567,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,1.1295316999894567,0.0,0.0,0.0,0.0,0.0011719000031007454,False
True,formal_H02_N0080_K030,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,668055.7621047971,668055.7621047971,0.0,True,True,1.1268739000079222,1.1225768000003882,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,1.1225768000003882,0.0,0.0,0.0,0.0,0.0012119000020902604,False
True,formal_H02_N0100_K038,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,830539.408179493,830539.408179493,0.0,True,True,2.2598261999955866,2.2525917000020854,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,2.2525917000020854,0.0,0.0,0.0,0.0,0.0013470999983837828,False
True,formal_H02_N0100_K038,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,830539.408179493,830539.408179493,0.0,True,True,2.2662771999894176,2.2589119999902323,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,2.2589119999902323,0.0,0.0,0.0,0.0,0.001351799990516156,False
True,formal_H02_N0100_K038,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,830539.408179493,830539.408179493,0.0,True,True,2.223334700000123,2.2159699000039836,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,2.2159699000039836,0.0,0.0,0.0,0.0,0.001284400001168251,False
True,formal_H02_N0150_K056,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,1342732.4962650214,1342732.4962650214,0.0,True,True,5.374058700006572,5.3613382000039564,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,5.3613382000039564,0.0,0.0,0.0,0.0,0.0017507000011391938,False
True,formal_H02_N0150_K056,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,1342732.4962650214,1342732.4962650214,0.0,True,True,5.3667093999974895,5.353697299986379,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,5.353697299986379,0.0,0.0,0.0,0.0,0.001775099997757934,False
True,formal_H02_N0150_K056,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,1342732.4962650214,1342732.4962650214,0.0,True,True,5.387616400010302,5.374776900003781,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,5.374776900003781,0.0,0.0,0.0,0.0,0.0017059000092558563,False
True,formal_H02_N0200_K075,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,1767250.3227829682,1767250.3227829682,0.0,True,True,16.13071129999298,16.099120300001232,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,16.099120300001232,0.0,0.0,0.0,0.0,0.0021074000105727464,False
True,formal_H02_N0200_K075,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,1767250.3227829682,1767250.3227829682,0.0,True,True,16.148295500010136,16.118422800005646,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,16.118422800005646,0.0,0.0,0.0,0.0,0.0021013000077800825,False
True,formal_H02_N0200_K075,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,1767250.3227829682,1767250.3227829682,0.0,True,True,16.37321050000901,16.342124200004037,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,16.342124200004037,0.0,0.0,0.0,0.0,0.0023742999910609797,False
True,stress_N0100_A050_C080_DH_O110_S20267701,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,823101.4958615276,823101.4958615276,0.0,True,True,1.165188600003603,1.161592299991753,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,1.161592299991753,0.0,0.0,0.0,0.0,0.0013620999961858615,False
True,stress_N0100_A050_C080_DH_O110_S20267701,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,823101.4958615276,823101.4958615276,0.0,True,True,1.1653217999992194,1.1622025000106078,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,1.1622025000106078,0.0,0.0,0.0,0.0,0.0011812999873654917,False
True,stress_N0100_A050_C080_DH_O110_S20267701,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,823101.4958615276,823101.4958615276,0.0,True,True,1.1653404999960912,1.1614173999987543,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,1.1614173999987543,0.0,0.0,0.0,0.0,0.0012332999904174358,False
True,stress_N0100_A100_C050_DM_O090_S20267702,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,725191.8303947588,725191.8303947588,0.0,True,True,0.4388165999989724,0.43716859999403823,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.43716859999403823,0.0,0.0,0.0,0.0,0.0015013999945949763,False
True,stress_N0100_A100_C050_DM_O090_S20267702,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,725191.8303947588,725191.8303947588,0.0,True,True,0.4318901999940863,0.43027080000319984,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.43027080000319984,0.0,0.0,0.0,0.0,0.0015074999973876402,False
True,stress_N0100_A100_C050_DM_O090_S20267702,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,725191.8303947588,725191.8303947588,0.0,True,True,0.4313362999964738,0.4297660000011092,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.4297660000011092,0.0,0.0,0.0,0.0,0.001539400007459335,False
True,stress_N0200_A050_C050_DH_O090_S20267701,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,1439676.663209539,1439676.6115046025,0.0,True,True,3.2230111000098987,3.2168317000032403,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,3.2168317000032403,0.0,0.0,0.0,0.0,0.0019191000028513372,False
True,stress_N0200_A050_C050_DH_O090_S20267701,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,1439676.663209539,1439676.6115046025,0.0,True,True,3.195142799988389,3.1891943999944488,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,3.1891943999944488,0.0,0.0,0.0,0.0,0.0017367000109516084,False
True,stress_N0200_A050_C050_DH_O090_S20267701,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,1439676.663209539,1439676.6115046025,0.0,True,True,3.2191402000025846,3.213140399995609,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,3.213140399995609,0.0,0.0,0.0,0.0,0.0018161000043619424,False
True,stress_N0200_A100_C080_DM_O110_S20267702,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,1459140.8884121059,1459140.8884121059,0.0,True,True,9.729634999996051,9.705836499997531,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,9.705836499997531,0.0,0.0,0.0,0.0,0.0031315000087488443,False
True,stress_N0200_A100_C080_DM_O110_S20267702,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,1459140.8884121059,1459140.8884121059,0.0,True,True,9.812910900000134,9.788754500012146,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,9.788754500012146,0.0,0.0,0.0,0.0,0.003108000004431233,False
True,stress_N0200_A100_C080_DM_O110_S20267702,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,1459140.8884121059,1459140.8884121059,0.0,True,True,9.724232200009283,9.698078600005829,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,9.698078600005829,0.0,0.0,0.0,0.0,0.003180300001986325,False
True,stress_N0400_A050_C050_DM_O110_S20267701,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,3087072.032259693,3087071.428529795,0.0,True,True,44.369690299994545,44.32972189999418,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,44.32972189999418,0.0,0.0,0.0,0.0,0.005987000011373311,False
True,stress_N0400_A050_C050_DM_O110_S20267701,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,3087072.032259693,3087071.428529795,0.0,True,True,44.53427420000662,44.49442820000695,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,44.49442820000695,0.0,0.0,0.0,0.0,0.0058693000028142706,False
True,stress_N0400_A050_C050_DM_O110_S20267701,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,3087072.032259693,3087071.428529795,0.0,True,True,43.93558740000299,43.89461040000606,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,43.89461040000606,0.0,0.0,0.0,0.0,0.00537300000723917,False
True,stress_N0400_A100_C080_DL_O090_S20267702,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,2785012.3423994803,2785012.3423994803,0.0,True,True,28.760593899991363,28.687865699990653,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,28.687865699990653,0.0,0.0,0.0,0.0,0.006373299998813309,False
True,stress_N0400_A100_C080_DL_O090_S20267702,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,2785012.3423994803,2785012.3423994803,0.0,True,True,28.91256740000972,28.835805900002015,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,28.835805900002015,0.0,0.0,0.0,0.0,0.006640299994614907,False
True,stress_N0400_A100_C080_DL_O090_S20267702,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,2785012.3423994803,2785012.3423994803,0.0,True,True,29.005507499998203,28.93404950000695,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,28.93404950000695,0.0,0.0,0.0,0.0,0.0064762000110931695,False
True,stress_N0100_A050_C050_DL_O110_S20267901,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,841711.8853178677,841711.8815824351,0.0,True,True,0.2703736000112258,0.2695461000112118,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.2695461000112118,0.0,0.0,0.0,0.0,0.0010069999989354983,False
True,stress_N0100_A050_C080_DM_O090_S20267902,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,774487.169457412,774487.169457412,0.0,True,True,0.49506729999848176,0.4929662000067765,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.4929662000067765,0.0,0.0,0.0,0.0,0.0009863999875960872,False
True,stress_N0100_A080_C050_DH_O110_S20267903,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,749745.6632071227,749745.6632071227,0.0,True,True,0.6760886000120081,0.6739017000072636,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.6739017000072636,0.0,0.0,0.0,0.0,0.0014295000000856817,False
True,stress_N0100_A100_C080_DM_O090_S20267904,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,676328.2711940039,676328.2711940039,0.0,True,True,0.6076067999965744,0.6048425000044517,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.6048425000044517,0.0,0.0,0.0,0.0,0.001505599997472018,False
True,stress_N0200_A050_C050_DL_O110_S20267905,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,1660201.1630438603,1660201.1630438603,0.0,True,True,0.727476599990041,0.7245117999991635,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,0.7245117999991635,0.0,0.0,0.0,0.0,0.0017494999920018017,False
True,stress_N0200_A050_C080_DM_O090_S20267906,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,1483839.0936984401,1483839.0936984401,0.0,True,True,2.2921181000128854,2.283156000004965,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,2.283156000004965,0.0,0.0,0.0,0.0,0.0017749999969964847,False
True,stress_N0200_A080_C050_DH_O110_S20267907,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,1465523.8534147402,1465522.6254405389,0.0,True,True,9.572912399991765,9.558273300004657,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,9.558273300004657,0.0,0.0,0.0,0.0,0.0027740999939851463,False
True,stress_N0200_A100_C080_DM_O090_S20267908,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,1392014.0961329942,1392014.0961329942,0.0,True,True,4.923543600001722,4.906362299996545,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,4.906362299996545,0.0,0.0,0.0,0.0,0.0028562999941641465,False
True,stress_N0400_A050_C050_DL_O110_S20267909,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,3181772.625188091,3181772.625188091,0.0,True,True,5.238977300003171,5.221966400000383,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,5.221966400000383,0.0,0.0,0.0,0.0,0.003663700001197867,False
True,stress_N0400_A050_C080_DM_O090_S20267910,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,2827485.8454814213,2827485.8454814213,0.0,True,True,23.97299739999289,23.90491139999358,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,23.90491139999358,0.0,0.0,0.0,0.0,0.003693799997563474,False
