from_node_id,to_node_id,distance_km,travel_hours,source_travel_minutes
L0001,L0000,61.0,1.0166666666666666,61
L0001,L0001,0.0,0.0,0
L0001,L0002,61.0,1.0166666666666666,61
L0001,L0003,86.0,1.4333333333333333,86
L0001,L0004,60.0,1.0,60
L0001,L0005,63.0,1.05,63
L0001,L0006,68.0,1.1333333333333333,68
L0001,L0007,66.0,1.1,66
L0001,L0008,49.0,0.8166666666666667,49
L0001,L0009,49.0,0.8166666666666667,49
L0001,L0010,18.0,0.3,18
L0001,L0011,34.0,0.5666666666666667,34
L0001,L0012,53.0,0.8833333333333333,53
L0001,L0013,19.0,0.31666666666666665,19
L0001,L0014,42.0,0.7,42
L0001,L0015,66.0,1.1,66
L0001,L0016,47.0,0.7833333333333333,47
L0001,L0017,48.0,0.8,48
L0001,L0018,40.0,0.6666666666666666,40
L0001,L0019,53.0,0.8833333333333333,53
L0001,L0020,16.0,0.26666666666666666,16
L0001,L0021,58.0,0.9666666666666667,58
L0001,L0022,64.0,1.0666666666666667,64
L0001,L0023,35.0,0.5833333333333334,35
L0001,L0024,57.0,0.95,57
L0001,L0025,22.0,0.36666666666666664,22
L0001,L0026,50.0,0.8333333333333334,50
L0001,L0027,6.0,0.1,6
L0001,L0028,33.0,0.55,33
L0001,L0029,50.0,0.8333333333333334,50
L0001,L0030,53.0,0.8833333333333333,53
L0001,L0031,27.0,0.45,27
L0001,L0032,79.0,1.3166666666666667,79
L0001,L0033,54.0,0.9,54
L0001,L0034,40.0,0.6666666666666666,40
L0001,L0035,53.0,0.8833333333333333,53
L0001,L0036,36.0,0.6,36
L0001,L0037,46.0,0.7666666666666667,46
L0001,L0038,52.0,0.8666666666666667,52
L0001,L0039,78.0,1.3,78
L0001,L0040,34.0,0.5666666666666667,34
L0001,L0041,40.0,0.6666666666666666,40
L0001,L0042,58.0,0.9666666666666667,58
L0001,L0043,69.0,1.15,69
L0001,L0044,61.0,1.0166666666666666,61
L0001,L0045,26.0,0.43333333333333335,26
L0001,L0046,44.0,0.7333333333333333,44
L0001,L0047,18.0,0.3,18
L0001,L0048,23.0,0.38333333333333336,23
L0001,L0049,50.0,0.8333333333333334,50
L0001,L0050,46.0,0.7666666666666667,46
L0001,L0051,59.0,0.9833333333333333,59
L0001,L0052,65.0,1.0833333333333333,65
L0001,L0053,47.0,0.7833333333333333,47
L0001,L0054,60.0,1.0,60
L0001,L0055,76.0,1.2666666666666666,76
L0001,L0056,20.0,0.3333333333333333,20
L0001,L0057,62.0,1.0333333333333334,62
L0001,L0058,50.0,0.8333333333333334,50
L0001,L0059,53.0,0.8833333333333333,53
L0001,L0060,44.0,0.7333333333333333,44
L0001,L0061,28.0,0.4666666666666667,28
L0001,L0062,42.0,0.7,42
L0001,L0063,13.0,0.21666666666666667,13
L0001,L0064,68.0,1.1333333333333333,68
L0001,L0065,70.0,1.1666666666666667,70
L0001,L0066,61.0,1.0166666666666666,61
L0001,L0067,40.0,0.6666666666666666,40
L0001,L0068,7.0,0.11666666666666667,7
L0001,L0069,66.0,1.1,66
L0001,L0070,55.0,0.9166666666666666,55
L0001,L0071,60.0,1.0,60
L0001,L0072,43.0,0.7166666666666667,43
L0001,L0073,16.0,0.26666666666666666,16
L0001,L0074,61.0,1.0166666666666666,61
L0001,L0075,52.0,0.8666666666666667,52
L0001,L0076,58.0,0.9666666666666667,58
L0001,L0077,20.0,0.3333333333333333,20
L0001,L0078,71.0,1.1833333333333333,71
L0002,L0000,86.0,1.4333333333333333,86
L0002,L0001,61.0,1.0166666666666666,61
L0002,L0002,0.0,0.0,0
L0002,L0003,61.0,1.0166666666666666,61
L0002,L0004,15.0,0.25,15
L0002,L0005,55.0,0.9166666666666666,55
L0002,L0006,34.0,0.5666666666666667,34
L0002,L0007,66.0,1.1,66
L0002,L0008,19.0,0.31666666666666665,19
L0002,L0009,14.0,0.23333333333333334,14
L0002,L0010,62.0,1.0333333333333334,62
L0002,L0011,28.0,0.4666666666666667,28
L0002,L0012,47.0,0.7833333333333333,47
L0002,L0013,44.0,0.7333333333333333,44
L0002,L0014,24.0,0.4,24
L0002,L0015,29.0,0.48333333333333334,29
L0002,L0016,15.0,0.25,15
L0002,L0017,41.0,0.6833333333333333,41
L0002,L0018,53.0,0.8833333333333333,53
L0002,L0019,73.0,1.2166666666666666,73
L0002,L0020,51.0,0.85,51
L0002,L0021,6.0,0.1,6
L0002,L0022,41.0,0.6833333333333333,41
L0002,L0023,48.0,0.8,48
L0002,L0024,83.0,1.3833333333333333,83
L0002,L0025,60.0,1.0,60
L0002,L0026,44.0,0.7333333333333333,44
L0002,L0027,57.0,0.95,57
L0002,L0028,67.0,1.1166666666666667,67
L0002,L0029,68.0,1.1333333333333333,68
L0002,L0030,74.0,1.2333333333333334,74
L0002,L0031,39.0,0.65,39
L0002,L0032,53.0,0.8833333333333333,53
L0002,L0033,69.0,1.15,69
L0002,L0034,23.0,0.38333333333333336,23
L0002,L0035,62.0,1.0333333333333334,62
L0002,L0036,38.0,0.6333333333333333,38
L0002,L0037,54.0,0.9,54
L0002,L0038,64.0,1.0666666666666667,64
L0002,L0039,51.0,0.85,51
L0002,L0040,58.0,0.9666666666666667,58
L0002,L0041,55.0,0.9166666666666666,55
L0002,L0042,83.0,1.3833333333333333,83
L0002,L0043,42.0,0.7,42
L0002,L0044,84.0,1.4,84
L0002,L0045,59.0,0.9833333333333333,59
L0002,L0046,22.0,0.36666666666666664,22
L0002,L0047,51.0,0.85,51
L0002,L0048,41.0,0.6833333333333333,41
L0002,L0049,56.0,0.9333333333333333,56
L0002,L0050,70.0,1.1666666666666667,70
L0002,L0051,56.0,0.9333333333333333,56
L0002,L0052,27.0,0.45,27
L0002,L0053,72.0,1.2,72
L0002,L0054,82.0,1.3666666666666667,82
L0002,L0055,47.0,0.7833333333333333,47
L0002,L0056,59.0,0.9833333333333333,59
L0002,L0057,15.0,0.25,15
L0002,L0058,64.0,1.0666666666666667,64
L0002,L0059,79.0,1.3166666666666667,79
L0002,L0060,61.0,1.0166666666666666,61
L0002,L0061,44.0,0.7333333333333333,44
L0002,L0062,54.0,0.9,54
L0002,L0063,50.0,0.8333333333333334,50
L0002,L0064,66.0,1.1,66
L0002,L0065,64.0,1.0666666666666667,64
L0002,L0066,41.0,0.6833333333333333,41
L0002,L0067,48.0,0.8,48
L0002,L0068,58.0,0.9666666666666667,58
L0002,L0069,71.0,1.1833333333333333,71
L0002,L0070,49.0,0.8166666666666667,49
L0002,L0071,32.0,0.5333333333333333,32
L0002,L0072,28.0,0.4666666666666667,28
L0002,L0073,51.0,0.85,51
L0002,L0074,64.0,1.0666666666666667,64
L0002,L0075,60.0,1.0,60
L0002,L0076,54.0,0.9,54
L0002,L0077,53.0,0.8833333333333333,53
L0002,L0078,47.0,0.7833333333333333,47
L0003,L0000,61.0,1.0166666666666666,61
L0003,L0001,86.0,1.4333333333333333,86
L0003,L0002,61.0,1.0166666666666666,61
L0003,L0003,0.0,0.0,0
L0003,L0004,48.0,0.8,48
L0003,L0005,26.0,0.43333333333333335,26
L0003,L0006,28.0,0.4666666666666667,28
L0003,L0007,32.0,0.5333333333333333,32
L0003,L0008,50.0,0.8333333333333334,50
L0003,L0009,59.0,0.9833333333333333,59
L0003,L0010,73.0,1.2166666666666666,73
L0003,L0011,67.0,1.1166666666666667,67
L0003,L0012,34.0,0.5666666666666667,34
L0003,L0013,72.0,1.2,72
L0003,L0014,54.0,0.9,54
L0003,L0015,33.0,0.55,33
L0003,L0016,62.0,1.0333333333333334,62
L0003,L0017,39.0,0.65,39
L0003,L0018,48.0,0.8,48
L0003,L0019,53.0,0.8833333333333333,53
L0003,L0020,71.0,1.1833333333333333,71
L0003,L0021,57.0,0.95,57
L0003,L0022,25.0,0.4166666666666667,25
L0003,L0023,52.0,0.8666666666666667,52
L0003,L0024,61.0,1.0166666666666666,61
L0003,L0025,69.0,1.15,69
L0003,L0026,37.0,0.6166666666666667,37
L0003,L0027,81.0,1.35,81
L0003,L0028,65.0,1.0833333333333333,65
L0003,L0029,50.0,0.8333333333333334,50
L0003,L0030,54.0,0.9,54
L0003,L0031,62.0,1.0333333333333334,62
L0003,L0032,9.0,0.15,9
L0003,L0033,46.0,0.7666666666666667,46
L0003,L0034,58.0,0.9666666666666667,58
L0003,L0035,41.0,0.6833333333333333,41
L0003,L0036,52.0,0.8666666666666667,52
L0003,L0037,43.0,0.7166666666666667,43
L0003,L0038,44.0,0.7333333333333333,44
L0003,L0039,12.0,0.2,12
L0003,L0040,57.0,0.95,57
L0003,L0041,50.0,0.8333333333333334,50
L0003,L0042,60.0,1.0,60
L0003,L0043,21.0,0.35,21
L0003,L0044,59.0,0.9833333333333333,59
L0003,L0045,65.0,1.0833333333333333,65
L0003,L0046,54.0,0.9,54
L0003,L0047,69.0,1.15,69
L0003,L0048,67.0,1.1166666666666667,67
L0003,L0049,41.0,0.6833333333333333,41
L0003,L0050,56.0,0.9333333333333333,56
L0003,L0051,31.0,0.5166666666666667,31
L0003,L0052,35.0,0.5833333333333334,35
L0003,L0053,57.0,0.95,57
L0003,L0054,56.0,0.9333333333333333,56
L0003,L0055,15.0,0.25,15
L0003,L0056,70.0,1.1666666666666667,70
L0003,L0057,47.0,0.7833333333333333,47
L0003,L0058,46.0,0.7666666666666667,46
L0003,L0059,60.0,1.0,60
L0003,L0060,49.0,0.8166666666666667,49
L0003,L0061,59.0,0.9833333333333333,59
L0003,L0062,47.0,0.7833333333333333,47
L0003,L0063,75.0,1.25,75
L0003,L0064,29.0,0.48333333333333334,29
L0003,L0065,24.0,0.4,24
L0003,L0066,27.0,0.45,27
L0003,L0067,47.0,0.7833333333333333,47
L0003,L0068,80.0,1.3333333333333333,80
L0003,L0069,36.0,0.6,36
L0003,L0070,32.0,0.5333333333333333,32
L0003,L0071,33.0,0.55,33
L0003,L0072,49.0,0.8166666666666667,49
L0003,L0073,71.0,1.1833333333333333,71
L0003,L0074,35.0,0.5833333333333334,35
L0003,L0075,42.0,0.7,42
L0003,L0076,31.0,0.5166666666666667,31
L0003,L0077,67.0,1.1166666666666667,67
L0003,L0078,17.0,0.2833333333333333,17
L0004,L0000,75.0,1.25,75
L0004,L0001,60.0,1.0,60
L0004,L0002,15.0,0.25,15
L0004,L0003,48.0,0.8,48
L0004,L0004,0.0,0.0,0
L0004,L0005,42.0,0.7,42
L0004,L0006,21.0,0.35,21
L0004,L0007,53.0,0.8833333333333333,53
L0004,L0008,11.0,0.18333333333333332,11
L0004,L0009,14.0,0.23333333333333334,14
L0004,L0010,56.0,0.9333333333333333,56
L0004,L0011,28.0,0.4666666666666667,28
L0004,L0012,35.0,0.5833333333333334,35
L0004,L0013,42.0,0.7,42
L0004,L0014,18.0,0.3,18
L0004,L0015,16.0,0.26666666666666666,16
L0004,L0016,18.0,0.3,18
L0004,L0017,29.0,0.48333333333333334,29
L0004,L0018,43.0,0.7166666666666667,43
L0004,L0019,62.0,1.0333333333333334,62
L0004,L0020,47.0,0.7833333333333333,47
L0004,L0021,10.0,0.16666666666666666,10
L0004,L0022,27.0,0.45,27
L0004,L0023,40.0,0.6666666666666666,40
L0004,L0024,72.0,1.2,72
L0004,L0025,54.0,0.9,54
L0004,L0026,32.0,0.5333333333333333,32
L0004,L0027,55.0,0.9166666666666666,55
L0004,L0028,59.0,0.9833333333333333,59
L0004,L0029,57.0,0.95,57
L0004,L0030,63.0,1.05,63
L0004,L0031,35.0,0.5833333333333334,35
L0004,L0032,40.0,0.6666666666666666,40
L0004,L0033,57.0,0.95,57
L0004,L0034,20.0,0.3333333333333333,20
L0004,L0035,50.0,0.8333333333333334,50
L0004,L0036,30.0,0.5,30
L0004,L0037,43.0,0.7166666666666667,43
L0004,L0038,53.0,0.8833333333333333,53
L0004,L0039,37.0,0.6166666666666667,37
L0004,L0040,49.0,0.8166666666666667,49
L0004,L0041,45.0,0.75,45
L0004,L0042,72.0,1.2,72
L0004,L0043,28.0,0.4666666666666667,28
L0004,L0044,73.0,1.2166666666666666,73
L0004,L0045,52.0,0.8666666666666667,52
L0004,L0046,16.0,0.26666666666666666,16
L0004,L0047,47.0,0.7833333333333333,47
L0004,L0048,38.0,0.6333333333333333,38
L0004,L0049,45.0,0.75,45
L0004,L0050,60.0,1.0,60
L0004,L0051,44.0,0.7333333333333333,44
L0004,L0052,14.0,0.23333333333333334,14
L0004,L0053,62.0,1.0333333333333334,62
L0004,L0054,71.0,1.1833333333333333,71
L0004,L0055,34.0,0.5666666666666667,34
L0004,L0056,53.0,0.8833333333333333,53
L0004,L0057,4.0,0.06666666666666667,4
L0004,L0058,53.0,0.8833333333333333,53
L0004,L0059,69.0,1.15,69
L0004,L0060,50.0,0.8333333333333334,50
L0004,L0061,38.0,0.6333333333333333,38
L0004,L0062,43.0,0.7166666666666667,43
L0004,L0063,48.0,0.8,48
L0004,L0064,53.0,0.8833333333333333,53
L0004,L0065,50.0,0.8333333333333334,50
L0004,L0066,28.0,0.4666666666666667,28
L0004,L0067,38.0,0.6333333333333333,38
L0004,L0068,55.0,0.9166666666666666,55
L0004,L0069,58.0,0.9666666666666667,58
L0004,L0070,36.0,0.6,36
L0004,L0071,18.0,0.3,18
L0004,L0072,19.0,0.31666666666666665,19
L0004,L0073,47.0,0.7833333333333333,47
L0004,L0074,52.0,0.8666666666666667,52
L0004,L0075,48.0,0.8,48
L0004,L0076,41.0,0.6833333333333333,41
L0004,L0077,48.0,0.8,48
L0004,L0078,34.0,0.5666666666666667,34
L0005,L0000,40.0,0.6666666666666666,40
L0005,L0001,63.0,1.05,63
L0005,L0002,55.0,0.9166666666666666,55
L0005,L0003,26.0,0.43333333333333335,26
L0005,L0004,42.0,0.7,42
L0005,L0005,0.0,0.0,0
L0005,L0006,28.0,0.4666666666666667,28
L0005,L0007,13.0,0.21666666666666667,13
L0005,L0008,39.0,0.65,39
L0005,L0009,48.0,0.8,48
L0005,L0010,49.0,0.8166666666666667,49
L0005,L0011,50.0,0.8333333333333334,50
L0005,L0012,12.0,0.2,12
L0005,L0013,51.0,0.85,51
L0005,L0014,40.0,0.6666666666666666,40
L0005,L0015,31.0,0.5166666666666667,31
L0005,L0016,51.0,0.85,51
L0005,L0017,19.0,0.31666666666666665,19
L0005,L0018,24.0,0.4,24
L0005,L0019,29.0,0.48333333333333334,29
L0005,L0020,48.0,0.8,48
L0005,L0021,50.0,0.8333333333333334,50
L0005,L0022,17.0,0.2833333333333333,17
L0005,L0023,28.0,0.4666666666666667,28
L0005,L0024,38.0,0.6333333333333333,38
L0005,L0025,45.0,0.75,45
L0005,L0026,15.0,0.25,15
L0005,L0027,58.0,0.9666666666666667,58
L0005,L0028,40.0,0.6666666666666666,40
L0005,L0029,25.0,0.4166666666666667,25
L0005,L0030,31.0,0.5166666666666667,31
L0005,L0031,42.0,0.7,42
L0005,L0032,22.0,0.36666666666666664,22
L0005,L0033,23.0,0.38333333333333336,23
L0005,L0034,43.0,0.7166666666666667,43
L0005,L0035,16.0,0.26666666666666666,16
L0005,L0036,31.0,0.5166666666666667,31
L0005,L0037,18.0,0.3,18
L0005,L0038,20.0,0.3333333333333333,20
L0005,L0039,22.0,0.36666666666666664,22
L0005,L0040,32.0,0.5333333333333333,32
L0005,L0041,25.0,0.4166666666666667,25
L0005,L0042,38.0,0.6333333333333333,38
L0005,L0043,21.0,0.35,21
L0005,L0044,38.0,0.6333333333333333,38
L0005,L0045,41.0,0.6833333333333333,41
L0005,L0046,40.0,0.6666666666666666,40
L0005,L0047,46.0,0.7666666666666667,46
L0005,L0048,46.0,0.7666666666666667,46
L0005,L0049,16.0,0.26666666666666666,16
L0005,L0050,31.0,0.5166666666666667,31
L0005,L0051,6.0,0.1,6
L0005,L0052,33.0,0.55,33
L0005,L0053,33.0,0.55,33
L0005,L0054,35.0,0.5833333333333334,35
L0005,L0055,24.0,0.4,24
L0005,L0056,45.0,0.75,45
L0005,L0057,43.0,0.7166666666666667,43
L0005,L0058,21.0,0.35,21
L0005,L0059,37.0,0.6166666666666667,37
L0005,L0060,24.0,0.4,24
L0005,L0061,37.0,0.6166666666666667,37
L0005,L0062,22.0,0.36666666666666664,22
L0005,L0063,53.0,0.8833333333333333,53
L0005,L0064,12.0,0.2,12
L0005,L0065,10.0,0.16666666666666666,10
L0005,L0066,15.0,0.25,15
L0005,L0067,23.0,0.38333333333333336,23
L0005,L0068,56.0,0.9333333333333333,56
L0005,L0069,17.0,0.2833333333333333,17
L0005,L0070,9.0,0.15,9
L0005,L0071,25.0,0.4166666666666667,25
L0005,L0072,34.0,0.5666666666666667,34
L0005,L0073,48.0,0.8,48
L0005,L0074,13.0,0.21666666666666667,13
L0005,L0075,16.0,0.26666666666666666,16
L0005,L0076,6.0,0.1,6
L0005,L0077,43.0,0.7166666666666667,43
L0005,L0078,17.0,0.2833333333333333,17
L0006,L0000,66.0,1.1,66
L0006,L0001,68.0,1.1333333333333333,68
L0006,L0002,34.0,0.5666666666666667,34
L0006,L0003,28.0,0.4666666666666667,28
L0006,L0004,21.0,0.35,21
L0006,L0005,28.0,0.4666666666666667,28
L0006,L0006,0.0,0.0,0
L0006,L0007,39.0,0.65,39
L0006,L0008,25.0,0.4166666666666667,25
L0006,L0009,32.0,0.5333333333333333,32
L0006,L0010,60.0,1.0,60
L0006,L0011,42.0,0.7,42
L0006,L0012,26.0,0.43333333333333335,26
L0006,L0013,52.0,0.8666666666666667,52
L0006,L0014,30.0,0.5,30
L0006,L0015,6.0,0.1,6
L0006,L0016,36.0,0.6,36
L0006,L0017,25.0,0.4166666666666667,25
L0006,L0018,39.0,0.65,39
L0006,L0019,54.0,0.9,54
L0006,L0020,53.0,0.8833333333333333,53
L0006,L0021,30.0,0.5,30
L0006,L0022,12.0,0.2,12
L0006,L0023,39.0,0.65,39
L0006,L0024,64.0,1.0666666666666667,64
L0006,L0025,57.0,0.95,57
L0006,L0026,25.0,0.4166666666666667,25
L0006,L0027,63.0,1.05,63
L0006,L0028,58.0,0.9666666666666667,58
L0006,L0029,49.0,0.8166666666666667,49
L0006,L0030,55.0,0.9166666666666666,55
L0006,L0031,42.0,0.7,42
L0006,L0032,20.0,0.3333333333333333,20
L0006,L0033,48.0,0.8,48
L0006,L0034,33.0,0.55,33
L0006,L0035,40.0,0.6666666666666666,40
L0006,L0036,33.0,0.55,33
L0006,L0037,37.0,0.6166666666666667,37
L0006,L0038,44.0,0.7333333333333333,44
L0006,L0039,18.0,0.3,18
L0006,L0040,47.0,0.7833333333333333,47
L0006,L0041,42.0,0.7,42
L0006,L0042,63.0,1.05,63
L0006,L0043,9.0,0.15,9
L0006,L0044,64.0,1.0666666666666667,64
L0006,L0045,54.0,0.9,54
L0006,L0046,29.0,0.48333333333333334,29
L0006,L0047,53.0,0.8833333333333333,53
L0006,L0048,47.0,0.7833333333333333,47
L0006,L0049,36.0,0.6,36
L0006,L0050,53.0,0.8833333333333333,53
L0006,L0051,31.0,0.5166666666666667,31
L0006,L0052,8.0,0.13333333333333333,8
L0006,L0053,56.0,0.9333333333333333,56
L0006,L0054,61.0,1.0166666666666666,61
L0006,L0055,14.0,0.23333333333333334,14
L0006,L0056,56.0,0.9333333333333333,56
L0006,L0057,20.0,0.3333333333333333,20
L0006,L0058,45.0,0.75,45
L0006,L0059,61.0,1.0166666666666666,61
L0006,L0060,44.0,0.7333333333333333,44
L0006,L0061,42.0,0.7,42
L0006,L0062,39.0,0.65,39
L0006,L0063,56.0,0.9333333333333333,56
L0006,L0064,38.0,0.6333333333333333,38
L0006,L0065,34.0,0.5666666666666667,34
L0006,L0066,14.0,0.23333333333333334,14
L0006,L0067,35.0,0.5833333333333334,35
L0006,L0068,63.0,1.05,63
L0006,L0069,44.0,0.7333333333333333,44
L0006,L0070,25.0,0.4166666666666667,25
L0006,L0071,9.0,0.15,9
L0006,L0072,26.0,0.43333333333333335,26
L0006,L0073,54.0,0.9,54
L0006,L0074,39.0,0.65,39
L0006,L0075,39.0,0.65,39
L0006,L0076,29.0,0.48333333333333334,29
L0006,L0077,52.0,0.8666666666666667,52
L0006,L0078,15.0,0.25,15
L0007,L0000,30.0,0.5,30
L0007,L0001,66.0,1.1,66
L0007,L0002,66.0,1.1,66
L0007,L0003,32.0,0.5333333333333333,32
L0007,L0004,53.0,0.8833333333333333,53
L0007,L0005,13.0,0.21666666666666667,13
L0007,L0006,39.0,0.65,39
L0007,L0007,0.0,0.0,0
L0007,L0008,49.0,0.8166666666666667,49
L0007,L0009,58.0,0.9666666666666667,58
L0007,L0010,50.0,0.8333333333333334,50
L0007,L0011,58.0,0.9666666666666667,58
L0007,L0012,21.0,0.35,21
L0007,L0013,57.0,0.95,57
L0007,L0014,49.0,0.8166666666666667,49
L0007,L0015,43.0,0.7166666666666667,43
L0007,L0016,61.0,1.0166666666666666,61
L0007,L0017,28.0,0.4666666666666667,28
L0007,L0018,27.0,0.45,27
L0007,L0019,22.0,0.36666666666666664,22
L0007,L0020,52.0,0.8666666666666667,52
L0007,L0021,61.0,1.0166666666666666,61
L0007,L0022,29.0,0.48333333333333334,29
L0007,L0023,33.0,0.55,33
L0007,L0024,30.0,0.5,30
L0007,L0025,46.0,0.7666666666666667,46
L0007,L0026,24.0,0.4,24
L0007,L0027,61.0,1.0166666666666666,61
L0007,L0028,38.0,0.6333333333333333,38
L0007,L0029,20.0,0.3333333333333333,20
L0007,L0030,24.0,0.4,24
L0007,L0031,48.0,0.8,48
L0007,L0032,30.0,0.5,30
L0007,L0033,16.0,0.26666666666666666,16
L0007,L0034,52.0,0.8666666666666667,52
L0007,L0035,14.0,0.23333333333333334,14
L0007,L0036,39.0,0.65,39
L0007,L0037,21.0,0.35,21
L0007,L0038,16.0,0.26666666666666666,16
L0007,L0039,31.0,0.5166666666666667,31
L0007,L0040,33.0,0.55,33
L0007,L0041,27.0,0.45,27
L0007,L0042,29.0,0.48333333333333334,29
L0007,L0043,32.0,0.5333333333333333,32
L0007,L0044,28.0,0.4666666666666667,28
L0007,L0045,42.0,0.7,42
L0007,L0046,50.0,0.8333333333333334,50
L0007,L0047,50.0,0.8333333333333334,50
L0007,L0048,53.0,0.8833333333333333,53
L0007,L0049,17.0,0.2833333333333333,17
L0007,L0050,26.0,0.43333333333333335,26
L0007,L0051,11.0,0.18333333333333332,11
L0007,L0052,44.0,0.7333333333333333,44
L0007,L0053,28.0,0.4666666666666667,28
L0007,L0054,26.0,0.43333333333333335,26
L0007,L0055,34.0,0.5666666666666667,34
L0007,L0056,47.0,0.7833333333333333,47
L0007,L0057,54.0,0.9,54
L0007,L0058,18.0,0.3,18
L0007,L0059,30.0,0.5,30
L0007,L0060,23.0,0.38333333333333336,23
L0007,L0061,42.0,0.7,42
L0007,L0062,25.0,0.4166666666666667,25
L0007,L0063,58.0,0.9666666666666667,58
L0007,L0064,4.0,0.06666666666666667,4
L0007,L0065,9.0,0.15,9
L0007,L0066,27.0,0.45,27
L0007,L0067,28.0,0.4666666666666667,28
L0007,L0068,59.0,0.9833333333333333,59
L0007,L0069,6.0,0.1,6
L0007,L0070,19.0,0.31666666666666665,19
L0007,L0071,37.0,0.6166666666666667,37
L0007,L0072,43.0,0.7166666666666667,43
L0007,L0073,52.0,0.8666666666666667,52
L0007,L0074,6.0,0.1,6
L0007,L0075,15.0,0.25,15
L0007,L0076,14.0,0.23333333333333334,14
L0007,L0077,46.0,0.7666666666666667,46
L0007,L0078,28.0,0.4666666666666667,28
L0008,L0000,68.0,1.1333333333333333,68
L0008,L0001,49.0,0.8166666666666667,49
L0008,L0002,19.0,0.31666666666666665,19
L0008,L0003,50.0,0.8333333333333334,50
L0008,L0004,11.0,0.18333333333333332,11
L0008,L0005,39.0,0.65,39
L0008,L0006,25.0,0.4166666666666667,25
L0008,L0007,49.0,0.8166666666666667,49
L0008,L0008,0.0,0.0,0
L0008,L0009,10.0,0.16666666666666666,10
L0008,L0010,46.0,0.7666666666666667,46
L0008,L0011,19.0,0.31666666666666665,19
L0008,L0012,30.0,0.5,30
L0008,L0013,32.0,0.5333333333333333,32
L0008,L0014,8.0,0.13333333333333333,8
L0008,L0015,21.0,0.35,21
L0008,L0016,13.0,0.21666666666666667,13
L0008,L0017,23.0,0.38333333333333336,23
L0008,L0018,35.0,0.5833333333333334,35
L0008,L0019,55.0,0.9166666666666666,55
L0008,L0020,36.0,0.6,36
L0008,L0021,14.0,0.23333333333333334,14
