instance_id,N,repeat,on_status,off_status,on_certificate,off_certificate,on_validation,off_validation,on_objective,off_objective,objectives_match,on_runtime_s,off_runtime_s,total_speedup_off_over_on,on_pricing_s,off_pricing_s,pricing_speedup_off_over_on,on_lp_s,off_lp_s,on_profile_count,off_profile_count,on_cache_hits,off_cache_hits,on_iterations,off_iterations,on_columns,off_columns,paired_exact_valid
GD-4-500-1_REVISED_DERIVED,500,2,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,84422.5,84422.5,True,51.133606699993834,148.42865990000428,2.902761402512649,3.613517999983742,99.29062060001888,27.477549745280253,34.618102899956284,35.55266230003326,4,115,111,0,60,60,194898,194898,True
GD-4-500-1_REVISED_DERIVED,500,3,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,84422.5,84422.5,True,49.619018700002925,143.88109809999878,2.8997167189038002,3.690625400020508,98.50728730000264,26.69121805194731,33.45297620003112,33.07286760007264,4,115,111,0,60,60,194898,194898,True
GD-4-500-5_REVISED_DERIVED,500,1,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,87251.95,87251.95,True,33.066577000005054,109.18304570000328,3.3019155777746994,2.849152300012065,77.19665370001167,27.09460413881166,18.741802100019413,19.98633169993991,4,121,117,0,44,44,153706,153706,True
GD-4-500-5_REVISED_DERIVED,500,2,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,87251.95,87251.95,True,32.781222800011165,103.21612440000172,3.1486355780470325,2.770870999956969,73.1331385999656,26.393555889502377,18.579822699946817,18.476492599977064,4,121,117,0,44,44,153706,153706,True
GD-4-500-5_REVISED_DERIVED,500,3,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,87251.95,87251.95,True,31.312833100004354,103.76003720000153,3.3136585523456548,2.7615271999820834,75.02196269998967,27.16683822649888,17.767183000047226,17.878749300012714,4,121,117,0,44,44,153706,153706,True
GD-4-500-9_REVISED_DERIVED,500,1,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,86658.6,86658.6,True,45.057996099989396,156.53215769999952,3.4740150749854664,3.61088530003326,112.33466169987514,31.110005543194745,26.46281970011478,28.6152640000073,4,134,130,0,57,57,195077,195077,True
GD-4-500-9_REVISED_DERIVED,500,2,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,86658.6,86658.6,True,44.988738100000774,144.5524294999923,3.2130803308748463,3.4591396999458084,103.88934769998014,30.03329056112064,26.903981299998122,26.273403100087307,4,134,130,0,57,57,195077,195077,True
GD-4-500-9_REVISED_DERIVED,500,3,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,86658.6,86658.6,True,42.43750680000812,146.56351550000545,3.453631623335078,3.5173714000266045,107.71496090004803,30.623709767820735,25.21011110006657,25.254894899990177,4,134,130,0,57,57,195077,195077,True
GD-4-750-2_REVISED_DERIVED,750,1,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,130146.34999999999,130146.34999999999,True,785.6166039999953,1449.7105419,1.845315557892675,17.03043350005464,715.1360467999621,41.99165257875952,717.3304528000735,683.8150974999007,4,183,179,0,116,116,641583,641583,True
GD-4-750-2_REVISED_DERIVED,750,2,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,130146.34999999999,130146.34999999999,True,643.4821114000079,1305.1171114000026,2.0282104013124655,16.024301900033606,669.671835500063,41.79101465247972,584.0952688999969,591.345244799988,4,183,179,0,116,116,641583,641583,True
GD-4-750-2_REVISED_DERIVED,750,3,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,130146.34999999999,130146.34999999999,True,641.3848365999875,1306.8136489000026,2.037487596101408,16.052408999981708,676.3763386999053,42.135503692976926,582.8579978999624,587.5890173001098,4,183,179,0,116,116,641583,641583,True
GD-4-750-7_REVISED_DERIVED,750,1,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,130092.75,130092.75,True,659.1638591999945,1158.8500468999991,1.7580606562781784,14.601743099978194,591.4828664000524,40.50768886633376,322.45847029997094,311.2805784000957,4,189,185,0,99,99,511965,511965,True
GD-4-750-7_REVISED_DERIVED,750,2,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,130092.75,130092.75,True,523.982344899996,1070.9968264999916,2.043955940355959,13.22968979991856,562.0512148999551,42.48408113872897,263.47914240005775,258.2032033000578,4,189,185,0,99,99,511965,511965,True
GD-4-750-7_REVISED_DERIVED,750,3,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,130092.75,130092.75,True,566.0739196000068,1069.6297914000024,1.8895585088177407,13.169557599991094,561.3413720999815,42.62416317616935,296.66127450000204,263.4177121999237,4,189,185,0,99,99,511965,511965,True
GD-4-750-8_REVISED_DERIVED,750,1,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,128319.05,128319.05,True,349.26865030000044,1140.515661700003,3.2654395426568334,13.14459050000005,724.6539299000287,55.12944126331102,293.7877739000396,372.22963630015147,4,199,195,0,99,99,541987,541987,True
GD-4-750-8_REVISED_DERIVED,750,2,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,128319.05,128319.05,True,346.9362498999981,957.4244177999935,2.759655176061782,13.229748999976437,605.5900181999896,45.77486830635019,292.2139426000358,308.9599037000153,4,199,195,0,99,99,541987,541987,True
GD-4-750-8_REVISED_DERIVED,750,3,CERTIFIED_OPTIMAL,CERTIFIED_OPTIMAL,True,True,True,True,128319.05,128319.05,True,358.1869951000117,938.0529138999991,2.6188916033595224,13.149285799998324,604.6395028000406,45.98268772895009,301.8937870999507,291.301837800027,4,199,195,0,99,99,541987,541987,True
