from_node_id,to_node_id,distance_km,travel_hours,source_travel_minutes
L0000,L0078,49.0,0.8166666666666667,49
L0001,L0000,61.0,1.0166666666666666,61
L0001,L0001,0.0,0.0,0
L0001,L0002,61.0,1.0166666666666666,61
L0001,L0003,86.0,1.4333333333333333,86
L0001,L0004,62.0,1.0333333333333334,62
L0001,L0005,62.0,1.0333333333333334,62
L0001,L0006,43.0,0.7166666666666667,43
L0001,L0007,55.0,0.9166666666666666,55
L0001,L0008,84.0,1.4,84
L0001,L0009,28.0,0.4666666666666667,28
L0001,L0010,28.0,0.4666666666666667,28
L0001,L0011,49.0,0.8166666666666667,49
L0001,L0012,45.0,0.75,45
L0001,L0013,70.0,1.1666666666666667,70
L0001,L0014,42.0,0.7,42
L0001,L0015,53.0,0.8833333333333333,53
L0001,L0016,17.0,0.2833333333333333,17
L0001,L0017,47.0,0.7833333333333333,47
L0001,L0018,56.0,0.9333333333333333,56
L0001,L0019,46.0,0.7666666666666667,46
L0001,L0020,63.0,1.05,63
L0001,L0021,54.0,0.9,54
L0001,L0022,43.0,0.7166666666666667,43
L0001,L0023,60.0,1.0,60
L0001,L0024,45.0,0.75,45
L0001,L0025,42.0,0.7,42
L0001,L0026,70.0,1.1666666666666667,70
L0001,L0027,18.0,0.3,18
L0001,L0028,35.0,0.5833333333333334,35
L0001,L0029,45.0,0.75,45
L0001,L0030,62.0,1.0333333333333334,62
L0001,L0031,64.0,1.0666666666666667,64
L0001,L0032,41.0,0.6833333333333333,41
L0001,L0033,47.0,0.7833333333333333,47
L0001,L0034,58.0,0.9666666666666667,58
L0001,L0035,18.0,0.3,18
L0001,L0036,47.0,0.7833333333333333,47
L0001,L0037,41.0,0.6833333333333333,41
L0001,L0038,22.0,0.36666666666666664,22
L0001,L0039,67.0,1.1166666666666667,67
L0001,L0040,28.0,0.4666666666666667,28
L0001,L0041,35.0,0.5833333333333334,35
L0001,L0042,58.0,0.9666666666666667,58
L0001,L0043,72.0,1.2,72
L0001,L0044,28.0,0.4666666666666667,28
L0001,L0045,48.0,0.8,48
L0001,L0046,55.0,0.9166666666666666,55
L0001,L0047,56.0,0.9333333333333333,56
L0001,L0048,51.0,0.85,51
L0001,L0049,53.0,0.8833333333333333,53
L0001,L0050,60.0,1.0,60
L0001,L0051,66.0,1.1,66
L0001,L0052,49.0,0.8166666666666667,49
L0001,L0053,51.0,0.85,51
L0001,L0054,30.0,0.5,30
L0001,L0055,39.0,0.65,39
L0001,L0056,43.0,0.7166666666666667,43
L0001,L0057,25.0,0.4166666666666667,25
L0001,L0058,56.0,0.9333333333333333,56
L0001,L0059,45.0,0.75,45
L0001,L0060,68.0,1.1333333333333333,68
L0001,L0061,41.0,0.6833333333333333,41
L0001,L0062,54.0,0.9,54
L0001,L0063,50.0,0.8333333333333334,50
L0001,L0064,52.0,0.8666666666666667,52
L0001,L0065,52.0,0.8666666666666667,52
L0001,L0066,42.0,0.7,42
L0001,L0067,25.0,0.4166666666666667,25
L0001,L0068,51.0,0.85,51
L0001,L0069,44.0,0.7333333333333333,44
L0001,L0070,61.0,1.0166666666666666,61
L0001,L0071,24.0,0.4,24
L0001,L0072,21.0,0.35,21
L0001,L0073,54.0,0.9,54
L0001,L0074,35.0,0.5833333333333334,35
L0001,L0075,42.0,0.7,42
L0001,L0076,37.0,0.6166666666666667,37
L0001,L0077,50.0,0.8333333333333334,50
L0001,L0078,73.0,1.2166666666666666,73
L0002,L0000,86.0,1.4333333333333333,86
L0002,L0001,61.0,1.0166666666666666,61
L0002,L0002,0.0,0.0,0
L0002,L0003,61.0,1.0166666666666666,61
L0002,L0004,58.0,0.9666666666666667,58
L0002,L0005,75.0,1.25,75
L0002,L0006,33.0,0.55,33
L0002,L0007,23.0,0.38333333333333336,23
L0002,L0008,61.0,1.0166666666666666,61
L0002,L0009,62.0,1.0333333333333334,62
L0002,L0010,34.0,0.5666666666666667,34
L0002,L0011,44.0,0.7333333333333333,44
L0002,L0012,64.0,1.0666666666666667,64
L0002,L0013,58.0,0.9666666666666667,58
L0002,L0014,37.0,0.6166666666666667,37
L0002,L0015,48.0,0.8,48
L0002,L0016,49.0,0.8166666666666667,49
L0002,L0017,16.0,0.26666666666666666,16
L0002,L0018,49.0,0.8166666666666667,49
L0002,L0019,64.0,1.0666666666666667,64
L0002,L0020,46.0,0.7666666666666667,46
L0002,L0021,37.0,0.6166666666666667,37
L0002,L0022,22.0,0.36666666666666664,22
L0002,L0023,63.0,1.05,63
L0002,L0024,57.0,0.95,57
L0002,L0025,58.0,0.9666666666666667,58
L0002,L0026,44.0,0.7333333333333333,44
L0002,L0027,56.0,0.9333333333333333,56
L0002,L0028,42.0,0.7,42
L0002,L0029,17.0,0.2833333333333333,17
L0002,L0030,70.0,1.1666666666666667,70
L0002,L0031,29.0,0.48333333333333334,29
L0002,L0032,58.0,0.9666666666666667,58
L0002,L0033,56.0,0.9333333333333333,56
L0002,L0034,81.0,1.35,81
L0002,L0035,51.0,0.85,51
L0002,L0036,35.0,0.5833333333333334,35
L0002,L0037,63.0,1.05,63
L0002,L0038,40.0,0.6666666666666666,40
L0002,L0039,62.0,1.0333333333333334,62
L0002,L0040,44.0,0.7333333333333333,44
L0002,L0041,43.0,0.7166666666666667,43
L0002,L0042,66.0,1.1,66
L0002,L0043,51.0,0.85,51
L0002,L0044,47.0,0.7833333333333333,47
L0002,L0045,47.0,0.7833333333333333,47
L0002,L0046,8.0,0.13333333333333333,8
L0002,L0047,18.0,0.3,18
L0002,L0048,63.0,1.05,63
L0002,L0049,35.0,0.5833333333333334,35
L0002,L0050,20.0,0.3333333333333333,20
L0002,L0051,49.0,0.8166666666666667,49
L0002,L0052,73.0,1.2166666666666666,73
L0002,L0053,64.0,1.0666666666666667,64
L0002,L0054,67.0,1.1166666666666667,67
L0002,L0055,23.0,0.38333333333333336,23
L0002,L0056,61.0,1.0166666666666666,61
L0002,L0057,59.0,0.9833333333333333,59
L0002,L0058,20.0,0.3333333333333333,20
L0002,L0059,40.0,0.6666666666666666,40
L0002,L0060,49.0,0.8166666666666667,49
L0002,L0061,70.0,1.1666666666666667,70
L0002,L0062,30.0,0.5,30
L0002,L0063,39.0,0.65,39
L0002,L0064,75.0,1.25,75
L0002,L0065,49.0,0.8166666666666667,49
L0002,L0066,55.0,0.9166666666666666,55
L0002,L0067,63.0,1.05,63
L0002,L0068,41.0,0.6833333333333333,41
L0002,L0069,71.0,1.1833333333333333,71
L0002,L0070,4.0,0.06666666666666667,4
L0002,L0071,65.0,1.0833333333333333,65
L0002,L0072,45.0,0.75,45
L0002,L0073,35.0,0.5833333333333334,35
L0002,L0074,49.0,0.8166666666666667,49
L0002,L0075,52.0,0.8666666666666667,52
L0002,L0076,32.0,0.5333333333333333,32
L0002,L0077,23.0,0.38333333333333336,23
L0002,L0078,56.0,0.9333333333333333,56
L0003,L0000,61.0,1.0166666666666666,61
L0003,L0001,86.0,1.4333333333333333,86
L0003,L0002,61.0,1.0166666666666666,61
L0003,L0003,0.0,0.0,0
L0003,L0004,29.0,0.48333333333333334,29
L0003,L0005,45.0,0.75,45
L0003,L0006,47.0,0.7833333333333333,47
L0003,L0007,42.0,0.7,42
L0003,L0008,3.0,0.05,3
L0003,L0009,66.0,1.1,66
L0003,L0010,70.0,1.1666666666666667,70
L0003,L0011,38.0,0.6333333333333333,38
L0003,L0012,52.0,0.8666666666666667,52
L0003,L0013,19.0,0.31666666666666665,19
L0003,L0014,45.0,0.75,45
L0003,L0015,34.0,0.5666666666666667,34
L0003,L0016,70.0,1.1666666666666667,70
L0003,L0017,57.0,0.95,57
L0003,L0018,31.0,0.5166666666666667,31
L0003,L0019,50.0,0.8333333333333334,50
L0003,L0020,24.0,0.4,24
L0003,L0021,34.0,0.5666666666666667,34
L0003,L0022,55.0,0.9166666666666666,55
L0003,L0023,35.0,0.5833333333333334,35
L0003,L0024,46.0,0.7666666666666667,46
L0003,L0025,50.0,0.8333333333333334,50
L0003,L0026,19.0,0.31666666666666665,19
L0003,L0027,70.0,1.1666666666666667,70
L0003,L0028,52.0,0.8666666666666667,52
L0003,L0029,60.0,1.0,60
L0003,L0030,40.0,0.6666666666666666,40
L0003,L0031,33.0,0.55,33
L0003,L0032,51.0,0.85,51
L0003,L0033,43.0,0.7166666666666667,43
L0003,L0034,57.0,0.95,57
L0003,L0035,69.0,1.15,69
L0003,L0036,42.0,0.7,42
L0003,L0037,54.0,0.9,54
L0003,L0038,72.0,1.2,72
L0003,L0039,26.0,0.43333333333333335,26
L0003,L0040,59.0,0.9833333333333333,59
L0003,L0041,52.0,0.8666666666666667,52
L0003,L0042,40.0,0.6666666666666666,40
L0003,L0043,15.0,0.25,15
L0003,L0044,59.0,0.9833333333333333,59
L0003,L0045,39.0,0.65,39
L0003,L0046,58.0,0.9666666666666667,58
L0003,L0047,46.0,0.7666666666666667,46
L0003,L0048,45.0,0.75,45
L0003,L0049,36.0,0.6,36
L0003,L0050,43.0,0.7166666666666667,43
L0003,L0051,21.0,0.35,21
L0003,L0052,57.0,0.95,57
L0003,L0053,45.0,0.75,45
L0003,L0054,68.0,1.1333333333333333,68
L0003,L0055,63.0,1.05,63
L0003,L0056,52.0,0.8666666666666667,52
L0003,L0057,66.0,1.1,66
L0003,L0058,45.0,0.75,45
L0003,L0059,42.0,0.7,42
L0003,L0060,19.0,0.31666666666666665,19
L0003,L0061,61.0,1.0166666666666666,61
L0003,L0062,38.0,0.6333333333333333,38
L0003,L0063,38.0,0.6333333333333333,38
L0003,L0064,56.0,0.9333333333333333,56
L0003,L0065,36.0,0.6,36
L0003,L0066,48.0,0.8,48
L0003,L0067,68.0,1.1333333333333333,68
L0003,L0068,37.0,0.6166666666666667,37
L0003,L0069,59.0,0.9833333333333333,59
L0003,L0070,58.0,0.9666666666666667,58
L0003,L0071,71.0,1.1833333333333333,71
L0003,L0072,67.0,1.1166666666666667,67
L0003,L0073,35.0,0.5833333333333334,35
L0003,L0074,53.0,0.8833333333333333,53
L0003,L0075,46.0,0.7666666666666667,46
L0003,L0076,54.0,0.9,54
L0003,L0077,47.0,0.7833333333333333,47
L0003,L0078,14.0,0.23333333333333334,14
L0004,L0000,36.0,0.6,36
L0004,L0001,62.0,1.0333333333333334,62
L0004,L0002,58.0,0.9666666666666667,58
L0004,L0003,29.0,0.48333333333333334,29
L0004,L0004,0.0,0.0,0
L0004,L0005,20.0,0.3333333333333333,20
L0004,L0006,31.0,0.5166666666666667,31
L0004,L0007,36.0,0.6,36
L0004,L0008,27.0,0.45,27
L0004,L0009,39.0,0.65,39
L0004,L0010,52.0,0.8666666666666667,52
L0004,L0011,17.0,0.2833333333333333,17
L0004,L0012,24.0,0.4,24
L0004,L0013,11.0,0.18333333333333332,11
L0004,L0014,27.0,0.45,27
L0004,L0015,13.0,0.21666666666666667,13
L0004,L0016,47.0,0.7833333333333333,47
L0004,L0017,48.0,0.8,48
L0004,L0018,11.0,0.18333333333333332,11
L0004,L0019,22.0,0.36666666666666664,22
L0004,L0020,15.0,0.25,15
L0004,L0021,23.0,0.38333333333333336,23
L0004,L0022,43.0,0.7166666666666667,43
L0004,L0023,7.0,0.11666666666666667,7
L0004,L0024,19.0,0.31666666666666665,19
L0004,L0025,23.0,0.38333333333333336,23
L0004,L0026,23.0,0.38333333333333336,23
L0004,L0027,45.0,0.75,45
L0004,L0028,30.0,0.5,30
L0004,L0029,50.0,0.8333333333333334,50
L0004,L0030,15.0,0.25,15
L0004,L0031,33.0,0.55,33
L0004,L0032,23.0,0.38333333333333336,23
L0004,L0033,16.0,0.26666666666666666,16
L0004,L0034,31.0,0.5166666666666667,31
L0004,L0035,45.0,0.75,45
L0004,L0036,26.0,0.43333333333333335,26
L0004,L0037,26.0,0.43333333333333335,26
L0004,L0038,53.0,0.8833333333333333,53
L0004,L0039,7.0,0.11666666666666667,7
L0004,L0040,37.0,0.6166666666666667,37
L0004,L0041,30.0,0.5,30
L0004,L0042,13.0,0.21666666666666667,13
L0004,L0043,19.0,0.31666666666666665,19
L0004,L0044,35.0,0.5833333333333334,35
L0004,L0045,16.0,0.26666666666666666,16
L0004,L0046,53.0,0.8833333333333333,53
L0004,L0047,41.0,0.6833333333333333,41
L0004,L0048,17.0,0.2833333333333333,17
L0004,L0049,24.0,0.4,24
L0004,L0050,40.0,0.6666666666666666,40
L0004,L0051,14.0,0.23333333333333334,14
L0004,L0052,29.0,0.48333333333333334,29
L0004,L0053,17.0,0.2833333333333333,17
L0004,L0054,40.0,0.6666666666666666,40
L0004,L0055,50.0,0.8333333333333334,50
L0004,L0056,24.0,0.4,24
L0004,L0057,39.0,0.65,39
L0004,L0058,40.0,0.6666666666666666,40
L0004,L0059,23.0,0.38333333333333336,23
L0004,L0060,17.0,0.2833333333333333,17
L0004,L0061,33.0,0.55,33
L0004,L0062,29.0,0.48333333333333334,29
L0004,L0063,22.0,0.36666666666666664,22
L0004,L0064,29.0,0.48333333333333334,29
L0004,L0065,13.0,0.21666666666666667,13
L0004,L0066,21.0,0.35,21
L0004,L0067,42.0,0.7,42
L0004,L0068,19.0,0.31666666666666665,19
L0004,L0069,31.0,0.5166666666666667,31
L0004,L0070,56.0,0.9333333333333333,56
L0004,L0071,44.0,0.7333333333333333,44
L0004,L0072,45.0,0.75,45
L0004,L0073,24.0,0.4,24
L0004,L0074,28.0,0.4666666666666667,28
L0004,L0075,21.0,0.35,21
L0004,L0076,37.0,0.6166666666666667,37
L0004,L0077,37.0,0.6166666666666667,37
L0004,L0078,16.0,0.26666666666666666,16
L0005,L0000,17.0,0.2833333333333333,17
L0005,L0001,62.0,1.0333333333333334,62
L0005,L0002,75.0,1.25,75
L0005,L0003,45.0,0.75,45
L0005,L0004,20.0,0.3333333333333333,20
L0005,L0005,0.0,0.0,0
L0005,L0006,44.0,0.7333333333333333,44
L0005,L0007,53.0,0.8833333333333333,53
L0005,L0008,43.0,0.7166666666666667,43
L0005,L0009,35.0,0.5833333333333334,35
L0005,L0010,61.0,1.0166666666666666,61
L0005,L0011,31.0,0.5166666666666667,31
L0005,L0012,18.0,0.3,18
L0005,L0013,28.0,0.4666666666666667,28
L0005,L0014,39.0,0.65,39
L0005,L0015,28.0,0.4666666666666667,28
L0005,L0016,50.0,0.8333333333333334,50
L0005,L0017,62.0,1.0333333333333334,62
L0005,L0018,28.0,0.4666666666666667,28
L0005,L0019,17.0,0.2833333333333333,17
L0005,L0020,34.0,0.5666666666666667,34
L0005,L0021,40.0,0.6666666666666666,40
L0005,L0022,57.0,0.95,57
L0005,L0023,14.0,0.23333333333333334,14
L0005,L0024,21.0,0.35,21
L0005,L0025,23.0,0.38333333333333336,23
L0005,L0026,42.0,0.7,42
L0005,L0027,45.0,0.75,45
L0005,L0028,39.0,0.65,39
L0005,L0029,64.0,1.0666666666666667,64
L0005,L0030,6.0,0.1,6
L0005,L0031,51.0,0.85,51
L0005,L0032,23.0,0.38333333333333336,23
L0005,L0033,21.0,0.35,21
L0005,L0034,13.0,0.21666666666666667,13
L0005,L0035,48.0,0.8,48
L0005,L0036,41.0,0.6833333333333333,41
L0005,L0037,22.0,0.36666666666666664,22
L0005,L0038,59.0,0.9833333333333333,59
L0005,L0039,20.0,0.3333333333333333,20
L0005,L0040,43.0,0.7166666666666667,43
L0005,L0041,38.0,0.6333333333333333,38
L0005,L0042,9.0,0.15,9
L0005,L0043,37.0,0.6166666666666667,37
L0005,L0044,40.0,0.6666666666666666,40
L0005,L0045,28.0,0.4666666666666667,28
L0005,L0046,68.0,1.1333333333333333,68
L0005,L0047,58.0,0.9666666666666667,58
L0005,L0048,14.0,0.23333333333333334,14
L0005,L0049,41.0,0.6833333333333333,41
L0005,L0050,58.0,0.9666666666666667,58
L0005,L0051,33.0,0.55,33
L0005,L0052,16.0,0.26666666666666666,16
L0005,L0053,13.0,0.21666666666666667,13
L0005,L0054,34.0,0.5666666666666667,34
L0005,L0055,62.0,1.0333333333333334,62
L0005,L0056,21.0,0.35,21
L0005,L0057,38.0,0.6333333333333333,38
L0005,L0058,56.0,0.9333333333333333,56
L0005,L0059,36.0,0.6,36
L0005,L0060,36.0,0.6,36
L0005,L0061,23.0,0.38333333333333336,23
L0005,L0062,46.0,0.7666666666666667,46
L0005,L0063,37.0,0.6166666666666667,37
L0005,L0064,14.0,0.23333333333333334,14
L0005,L0065,26.0,0.43333333333333335,26
L0005,L0066,24.0,0.4,24
L0005,L0067,38.0,0.6333333333333333,38
L0005,L0068,35.0,0.5833333333333334,35
L0005,L0069,21.0,0.35,21
L0005,L0070,72.0,1.2,72
L0005,L0071,40.0,0.6666666666666666,40
L0005,L0072,50.0,0.8333333333333334,50
L0005,L0073,41.0,0.6833333333333333,41
L0005,L0074,33.0,0.55,33
L0005,L0075,26.0,0.43333333333333335,26
L0005,L0076,48.0,0.8,48
L0005,L0077,53.0,0.8833333333333333,53
L0005,L0078,34.0,0.5666666666666667,34
L0006,L0000,54.0,0.9,54
L0006,L0001,43.0,0.7166666666666667,43
L0006,L0002,33.0,0.55,33
L0006,L0003,47.0,0.7833333333333333,47
L0006,L0004,31.0,0.5166666666666667,31
L0006,L0005,44.0,0.7333333333333333,44
L0006,L0006,0.0,0.0,0
L0006,L0007,15.0,0.25,15
L0006,L0008,45.0,0.75,45
L0006,L0009,33.0,0.55,33
L0006,L0010,24.0,0.4,24
L0006,L0011,15.0,0.25,15
L0006,L0012,33.0,0.55,33
L0006,L0013,35.0,0.5833333333333334,35
L0006,L0014,6.0,0.1,6
L0006,L0015,19.0,0.31666666666666665,19
L0006,L0016,27.0,0.45,27
L0006,L0017,19.0,0.31666666666666665,19
L0006,L0018,22.0,0.36666666666666664,22
L0006,L0019,32.0,0.5333333333333333,32
L0006,L0020,24.0,0.4,24
L0006,L0021,13.0,0.21666666666666667,13
L0006,L0022,14.0,0.23333333333333334,14
L0006,L0023,34.0,0.5666666666666667,34
L0006,L0024,25.0,0.4166666666666667,25
L0006,L0025,27.0,0.45,27
L0006,L0026,29.0,0.48333333333333334,29
L0006,L0027,30.0,0.5,30
L0006,L0028,12.0,0.2,12
L0006,L0029,21.0,0.35,21
L0006,L0030,41.0,0.6833333333333333,41
L0006,L0031,22.0,0.36666666666666664,22
L0006,L0032,27.0,0.45,27
L0006,L0033,25.0,0.4166666666666667,25
L0006,L0034,50.0,0.8333333333333334,50
L0006,L0035,27.0,0.45,27
L0006,L0036,6.0,0.1,6
L0006,L0037,31.0,0.5166666666666667,31
L0006,L0038,27.0,0.45,27
L0006,L0039,36.0,0.6,36
L0006,L0040,17.0,0.2833333333333333,17
L0006,L0041,13.0,0.21666666666666667,13
L0006,L0042,36.0,0.6,36
L0006,L0043,33.0,0.55,33
L0006,L0044,19.0,0.31666666666666665,19
L0006,L0045,17.0,0.2833333333333333,17
L0006,L0046,26.0,0.43333333333333335,26
L0006,L0047,18.0,0.3,18
L0006,L0048,32.0,0.5333333333333333,32
L0006,L0049,11.0,0.18333333333333332,11
L0006,L0050,21.0,0.35,21
L0006,L0051,28.0,0.4666666666666667,28
L0006,L0052,42.0,0.7,42
L0006,L0053,33.0,0.55,33
L0006,L0054,38.0,0.6333333333333333,38
L0006,L0055,20.0,0.3333333333333333,20
L0006,L0056,30.0,0.5,30
L0006,L0057,31.0,0.5166666666666667,31
L0006,L0058,17.0,0.2833333333333333,17
L0006,L0059,9.0,0.15,9
L0006,L0060,29.0,0.48333333333333334,29
L0006,L0061,39.0,0.65,39
L0006,L0062,12.0,0.2,12
L0006,L0063,11.0,0.18333333333333332,11
L0006,L0064,44.0,0.7333333333333333,44
L0006,L0065,20.0,0.3333333333333333,20
L0006,L0066,24.0,0.4,24
L0006,L0067,34.0,0.5666666666666667,34
L0006,L0068,13.0,0.21666666666666667,13
L0006,L0069,39.0,0.65,39
L0006,L0070,31.0,0.5166666666666667,31
L0006,L0071,37.0,0.6166666666666667,37
L0006,L0072,23.0,0.38333333333333336,23
L0006,L0073,13.0,0.21666666666666667,13
L0006,L0074,19.0,0.31666666666666665,19
L0006,L0075,20.0,0.3333333333333333,20
L0006,L0076,8.0,0.13333333333333333,8
L0006,L0077,11.0,0.18333333333333332,11
L0006,L0078,36.0,0.6,36
L0007,L0000,65.0,1.0833333333333333,65
L0007,L0001,55.0,0.9166666666666666,55
L0007,L0002,23.0,0.38333333333333336,23
L0007,L0003,42.0,0.7,42
L0007,L0004,36.0,0.6,36
L0007,L0005,53.0,0.8833333333333333,53
L0007,L0006,15.0,0.25,15
L0007,L0007,0.0,0.0,0
L0007,L0008,41.0,0.6833333333333333,41
L0007,L0009,47.0,0.7833333333333333,47
L0007,L0010,32.0,0.5333333333333333,32
L0007,L0011,23.0,0.38333333333333336,23
L0007,L0012,45.0,0.75,45
L0007,L0013,36.0,0.6,36
L0007,L0014,19.0,0.31666666666666665,19
L0007,L0015,26.0,0.43333333333333335,26
L0007,L0016,40.0,0.6666666666666666,40
L0007,L0017,16.0,0.26666666666666666,16
L0007,L0018,27.0,0.45,27
L0007,L0019,44.0,0.7333333333333333,44
L0007,L0020,24.0,0.4,24
L0007,L0021,14.0,0.23333333333333334,14
L0007,L0022,16.0,0.26666666666666666,16
L0007,L0023,41.0,0.6833333333333333,41
L0007,L0024,37.0,0.6166666666666667,37
L0007,L0025,39.0,0.65,39
L0007,L0026,24.0,0.4,24
L0007,L0027,44.0,0.7333333333333333,44
L0007,L0028,26.0,0.43333333333333335,26
L0007,L0029,20.0,0.3333333333333333,20
L0007,L0030,49.0,0.8166666666666667,49
L0007,L0031,11.0,0.18333333333333332,11
L0007,L0032,39.0,0.65,39
L0007,L0033,36.0,0.6,36
L0007,L0034,60.0,1.0,60
L0007,L0035,41.0,0.6833333333333333,41
L0007,L0036,15.0,0.25,15
L0007,L0037,44.0,0.7333333333333333,44
L0007,L0038,37.0,0.6166666666666667,37
L0007,L0039,40.0,0.6666666666666666,40
L0007,L0040,31.0,0.5166666666666667,31
L0007,L0041,27.0,0.45,27
L0007,L0042,45.0,0.75,45
L0007,L0043,30.0,0.5,30
L0007,L0044,33.0,0.55,33
L0007,L0045,26.0,0.43333333333333335,26
L0007,L0046,19.0,0.31666666666666665,19
L0007,L0047,6.0,0.1,6
L0007,L0048,42.0,0.7,42
L0007,L0049,13.0,0.21666666666666667,13
L0007,L0050,7.0,0.11666666666666667,7
L0007,L0051,28.0,0.4666666666666667,28
L0007,L0052,53.0,0.8833333333333333,53
L0007,L0053,43.0,0.7166666666666667,43
L0007,L0054,52.0,0.8666666666666667,52
L0007,L0055,23.0,0.38333333333333336,23
L0007,L0056,42.0,0.7,42
L0007,L0057,45.0,0.75,45
L0007,L0058,5.0,0.08333333333333333,5
L0007,L0059,20.0,0.3333333333333333,20
L0007,L0060,27.0,0.45,27
L0007,L0061,52.0,0.8666666666666667,52
L0007,L0062,8.0,0.13333333333333333,8
L0007,L0063,18.0,0.3,18
L0007,L0064,55.0,0.9166666666666666,55
L0007,L0065,27.0,0.45,27
L0007,L0066,36.0,0.6,36
L0007,L0067,49.0,0.8166666666666667,49
L0007,L0068,19.0,0.31666666666666665,19
L0007,L0069,52.0,0.8666666666666667,52
L0007,L0070,21.0,0.35,21
L0007,L0071,51.0,0.85,51
L0007,L0072,36.0,0.6,36
L0007,L0073,13.0,0.21666666666666667,13
L0007,L0074,32.0,0.5333333333333333,32
L0007,L0075,32.0,0.5333333333333333,32
L0007,L0076,20.0,0.3333333333333333,20
L0007,L0077,7.0,0.11666666666666667,7
L0007,L0078,35.0,0.5833333333333334,35
L0008,L0000,59.0,0.9833333333333333,59
L0008,L0001,84.0,1.4,84
L0008,L0002,61.0,1.0166666666666666,61
L0008,L0003,3.0,0.05,3
L0008,L0004,27.0,0.45,27
L0008,L0005,43.0,0.7166666666666667,43
L0008,L0006,45.0,0.75,45
L0008,L0007,41.0,0.6833333333333333,41
L0008,L0008,0.0,0.0,0
L0008,L0009,63.0,1.05,63
L0008,L0010,68.0,1.1333333333333333,68
L0008,L0011,36.0,0.6,36
L0008,L0012,49.0,0.8166666666666667,49
L0008,L0013,17.0,0.2833333333333333,17
L0008,L0014,44.0,0.7333333333333333,44
L0008,L0015,32.0,0.5333333333333333,32
L0008,L0016,68.0,1.1333333333333333,68
L0008,L0017,56.0,0.9333333333333333,56
L0008,L0018,29.0,0.48333333333333334,29
L0008,L0019,48.0,0.8,48
L0008,L0020,22.0,0.36666666666666664,22
