complete,instance_id,N,split,result_origin,method,status,returncode,process_timed_out,external_wall_s,runtime_s,success,certificate,objective,LB,gap,validation_passed,route_count,self_task_count,outsourced_task_count,non_all_outsource,root_seconds,network_filter_seconds,filtered_compact_build_seconds,filtered_compact_mip_seconds,fallback_bp_seconds,sparse_filtered_model_used,pricing_profile_count,pricing_cache_hit_count,profile_equivalent_pricing,profile_equivalence_verified,instance_sha256,algorithm_source_sha256,current_named_source_sha256,source_relation,configuration_sha256,result_file,run_directory,completed_at,reference_method,reference_objective,objective_matches_certified_reference,compact_status,compact_certificate,compact_objective,compact_runtime_s,objective_matches_compact,compact_over_ecp_time,compact_speedup_comparable,original_rcg_status,original_rcg_certificate,original_rcg_objective,original_rcg_runtime_s,objective_matches_original_rcg,original_rcg_over_ecp_time,standard_bp_status,standard_bp_certificate,standard_bp_objective,standard_bp_runtime_s,objective_matches_standard_bp
True,GD-4-500-2_REVISED_DERIVED,500,heldout,new_formal_run,ECP-RCG-ED,CERTIFIED_OPTIMAL,0,False,46.84094880000339,46.46807670000999,True,True,85601.35,85601.35000000006,0.0,True,95,369,131,True,46.21215180000581,0.0,0.0,0.0,0.0,False,4,121,True,True,a89fdba6114c0c85c22704cb6e7860e581d2a9e0ce2d07097b9325451fa31636,c2f25f96c853b553c576fad7624bed18f9ad4e168c3e9fb88189db2216c831d2,,,95b440f8c5dbd16b49d84bda3beb504c5fb57b92c83c08d257b9aeb3aaece92b,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-2_REVISED_DERIVED\ECP_RCG_ED\repeat_01\result.json,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-2_REVISED_DERIVED\ECP_RCG_ED\repeat_01,2026-07-20T20:42:12+08:00,Compact-Gurobi,85601.35,True,CERTIFIED_OPTIMAL,True,85601.35,265.2507303000002,True,5.708235613288105,True,CERTIFIED_OPTIMAL,True,85601.35,463.8778206999996,True,9.982720474848056,CERTIFIED_OPTIMAL,True,85601.35,412.03930579999997,True
True,GD-4-500-3_REVISED_DERIVED,500,development,reused_development_gate,ECP-RCG-ED,CERTIFIED_OPTIMAL,0,False,78.33828860000358,78.33828860000358,True,True,86408.75000000001,86408.75,0.0,True,,,,True,78.01632530000643,0.0,0.0,0.0,,False,4,124,True,True,989a58651184b35d502e1bf6c9143387de58b72ec4fe1518303e91c14a717523,a1b42e0ebbb209b5c1e1226188a126f5a8f84fcc1c7f75a194547d58bbf36a58,e6832f4e4b5c7005479e290760a56a0b9aa6b4a524c5effab30f9d6bde3a4ab6,same computational implementation; paper-facing metadata renamed to ECP-RCG-ED,6b503f58d884905b9424b644b2d41815fe30c4701f556071e7e33b3a30a05b2c,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-3_REVISED_DERIVED\ECP_RCG_ED\repeat_01\result.json,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-3_REVISED_DERIVED\ECP_RCG_ED\repeat_01,,Compact-Gurobi,86408.75000000001,True,CERTIFIED_OPTIMAL,True,86408.75000000001,185.23626700000023,True,2.3645687225287655,True,CERTIFIED_OPTIMAL,True,86408.75,840.8735193999992,True,10.733876555479931,TIME_LIMIT_NO_CERTIFICATE,False,86411.25000000001,1806.2073516,False
True,GD-4-500-4_REVISED_DERIVED,500,heldout,new_formal_run,ECP-RCG-ED,CERTIFIED_OPTIMAL,0,False,34.56435910001164,34.195409200008726,True,True,85833.15,85833.15,0.0,True,88,366,134,True,33.97919720000937,0.0,0.0,0.0,0.0,False,4,120,True,True,8f085569262e5c61aeace48a7e66388e75e5d1558ab6ac1613707913bbe36fc8,c2f25f96c853b553c576fad7624bed18f9ad4e168c3e9fb88189db2216c831d2,,,c6439624d491a8b0dfb67033922a90bbf6a4141c2b863be0c4cff1459fbcd8f8,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-4_REVISED_DERIVED\ECP_RCG_ED\repeat_01\result.json,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-4_REVISED_DERIVED\ECP_RCG_ED\repeat_01,2026-07-20T20:42:47+08:00,Compact-Gurobi,85833.15,True,CERTIFIED_OPTIMAL,True,85833.15,294.51601800000026,True,8.612735594926734,True,CERTIFIED_OPTIMAL,True,85833.15,680.3946173000004,True,19.897250339084312,TIME_LIMIT_NO_CERTIFICATE,False,85836.45000000001,1805.1375043999997,False
True,GD-4-500-5_REVISED_DERIVED,500,heldout,new_formal_run,ECP-RCG-ED,CERTIFIED_OPTIMAL,0,False,32.02880670000741,31.695366700005252,True,True,87251.95,87251.94999999997,0.0,True,96,367,133,True,31.4859953999985,0.0,0.0,0.0,0.0,False,4,117,True,True,9797f12c3cb111c7fb763ef5e0c4ea3cfccb2e98855c48971e97650e431fe9c1,c2f25f96c853b553c576fad7624bed18f9ad4e168c3e9fb88189db2216c831d2,,,4c79e1db95e91b9a6120a3a8de9d195226274b1f4120daa383b1642bfb08ede9,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-5_REVISED_DERIVED\ECP_RCG_ED\repeat_01\result.json,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-5_REVISED_DERIVED\ECP_RCG_ED\repeat_01,2026-07-20T20:43:19+08:00,Compact-Gurobi,87251.95000000001,True,CERTIFIED_OPTIMAL,True,87251.95000000001,809.3562803000004,True,25.53547614578841,True,CERTIFIED_OPTIMAL,True,87251.95000000001,646.2267145000005,True,20.388680800462026,,False,,,
True,GD-4-500-6_REVISED_DERIVED,500,heldout,new_formal_run,ECP-RCG-ED,CERTIFIED_OPTIMAL,0,False,53.345384000000195,52.9854992999899,True,True,85163.5,85163.49999999997,0.0,True,91,368,132,True,52.77711689998978,0.0,0.0,0.0,0.0,False,4,111,True,True,b0a3e8e2b6b1cd035d33042d3948c298fe53e205c68ec6eff06a2f657855b374,c2f25f96c853b553c576fad7624bed18f9ad4e168c3e9fb88189db2216c831d2,,,9ace93051176fef6298e59da170b3654356e7d9d5329c5186bad176eefbabab6,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-6_REVISED_DERIVED\ECP_RCG_ED\repeat_01\result.json,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-6_REVISED_DERIVED\ECP_RCG_ED\repeat_01,2026-07-20T20:44:12+08:00,Compact-Gurobi,85163.49999999999,True,CERTIFIED_OPTIMAL,True,85163.49999999999,305.5922913000013,True,5.767470257660846,True,CERTIFIED_OPTIMAL,True,85163.5,699.0530354000002,True,13.19328957234406,,False,,,
True,GD-4-500-7_REVISED_DERIVED,500,heldout,new_formal_run,ECP-RCG-ED,CERTIFIED_OPTIMAL,0,False,34.40280780001194,34.043051400003606,True,True,86573.55,86573.54999999996,0.0,True,84,332,168,True,33.831635099995765,0.0,0.0,0.0,0.0,False,4,125,True,True,1199ebc40aea14f09935a104c6c7dc9e13710f688a3292dd4746c4c51a83e39a,c2f25f96c853b553c576fad7624bed18f9ad4e168c3e9fb88189db2216c831d2,,,c1d777e6d643a7812667cebfb90d8a2b89d66693c6ad5ee8e91070acc3773a18,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-7_REVISED_DERIVED\ECP_RCG_ED\repeat_01\result.json,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-7_REVISED_DERIVED\ECP_RCG_ED\repeat_01,2026-07-20T20:44:47+08:00,Compact-Gurobi,86573.54999999999,True,CERTIFIED_OPTIMAL,True,86573.54999999999,271.55898290000005,True,7.976928381336911,True,CERTIFIED_OPTIMAL,True,86573.54999999999,703.5534392999998,True,20.666579826622865,,False,,,
True,GD-4-500-8_REVISED_DERIVED,500,heldout,new_formal_run,ECP-RCG-ED,CERTIFIED_OPTIMAL,0,False,36.95714600000065,36.60081750000245,True,True,87905.05000000002,87905.05,0.0,True,93,377,123,True,36.40142910000577,0.0,0.0,0.0,0.0,False,4,116,True,True,f40c9bfd8f54c707cc021abb45e1f2347c3ab0d69aede50bf8565158de2cf5c3,c2f25f96c853b553c576fad7624bed18f9ad4e168c3e9fb88189db2216c831d2,,,2a91caa3a89c0d88773ae514cd14f2ede96b2d432895c2204db3ea2bbf15ee08,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-8_REVISED_DERIVED\ECP_RCG_ED\repeat_01\result.json,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-8_REVISED_DERIVED\ECP_RCG_ED\repeat_01,2026-07-20T20:45:24+08:00,Compact-Gurobi,87905.05000000002,True,CERTIFIED_OPTIMAL,True,87905.05000000002,291.14857719999964,True,7.954701481735487,True,CERTIFIED_OPTIMAL,True,87905.05,674.528358399999,True,18.42932492969464,,False,,,
True,GD-4-500-9_REVISED_DERIVED,500,heldout,new_formal_run,ECP-RCG-ED,CERTIFIED_OPTIMAL,0,False,43.798998300000676,43.41594289999921,True,True,86658.6,86658.59999999998,0.0,True,87,348,152,True,43.18745840000338,0.0,0.0,0.0,0.0,False,4,130,True,True,08d41d054474ebbe2bd3150e26d3f8aa6ff9e64d59c3a7cc28876c1870b4ba7d,c2f25f96c853b553c576fad7624bed18f9ad4e168c3e9fb88189db2216c831d2,,,6414d4cc71a820a58414dfee3afbf958d4461b436dbcd3e57d538f60cdc4b37e,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-9_REVISED_DERIVED\ECP_RCG_ED\repeat_01\result.json,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-500-9_REVISED_DERIVED\ECP_RCG_ED\repeat_01,2026-07-20T20:46:08+08:00,Compact-Gurobi,86658.59999999999,True,CERTIFIED_OPTIMAL,True,86658.59999999999,272.8879234999986,True,6.285431232682121,True,CERTIFIED_OPTIMAL,True,86658.59999999999,660.430349000002,True,15.211701160589422,,False,,,
True,GD-4-750-0_REVISED_DERIVED,750,heldout,new_formal_run,ECP-RCG-ED,CERTIFIED_OPTIMAL,0,False,221.3229902000021,220.687162599992,True,True,129760.5,129760.49999999999,0.0,True,138,572,178,True,219.89816670000437,0.0,0.0,0.0,0.0,False,4,180,True,True,310de114675b5599d1839b6c7f38a23bff7c04ab5fb0faf3cacaa6348dddfb6c,c2f25f96c853b553c576fad7624bed18f9ad4e168c3e9fb88189db2216c831d2,,,71f9afe0e2fd7355928c43883418a6c21f59475fbdff1e683cbe66413551218a,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-750-0_REVISED_DERIVED\ECP_RCG_ED\repeat_01\result.json,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-750-0_REVISED_DERIVED\ECP_RCG_ED\repeat_01,2026-07-20T20:49:49+08:00,RCG-ED,129760.5,True,MEMORY_FAILURE,False,,1428.8584193999995,,6.474587839936509,False,CERTIFIED_OPTIMAL,True,129760.5,3467.1043653999986,True,15.710494097403943,TIME_LIMIT_NO_CERTIFICATE,False,129762.8,3605.716600300002,False
True,GD-4-750-1_REVISED_DERIVED,750,development,reused_development_gate,ECP-RCG-ED,CERTIFIED_OPTIMAL,0,False,234.2229851000011,234.2229851000011,True,True,128388.70000000001,128388.6999999999,0.0,True,,,,True,233.00329999999667,0.0,0.0,0.0,,False,4,181,True,True,1041954c28b8df7458b6879d57c545c8564f1764ba0efb981adfbb2b66d3a866,a1b42e0ebbb209b5c1e1226188a126f5a8f84fcc1c7f75a194547d58bbf36a58,e6832f4e4b5c7005479e290760a56a0b9aa6b4a524c5effab30f9d6bde3a4ab6,same computational implementation; paper-facing metadata renamed to ECP-RCG-ED,a6e314afa4736367bc373701f21b0481af6e7ba46ce14625503cf6918d43556d,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-750-1_REVISED_DERIVED\ECP_RCG_ED\repeat_01\result.json,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-750-1_REVISED_DERIVED\ECP_RCG_ED\repeat_01,,RCG-ED,128388.7,True,MEMORY_FAILURE,False,,809.5986957999994,,3.4565296631939972,False,CERTIFIED_OPTIMAL,True,128388.7,3188.700887499999,True,13.613953754959569,CERTIFIED_OPTIMAL,True,128388.70000000001,2854.7299722999996,True
True,GD-4-750-2_REVISED_DERIVED,750,heldout,new_formal_run,ECP-RCG-ED,CERTIFIED_OPTIMAL,0,False,690.3499953999999,689.555752299988,True,True,130146.34999999999,130146.34999999996,0.0,True,139,610,140,True,688.7170553999895,0.0,0.0,0.0,0.0,False,4,179,True,True,9938e25da7b8f2d8341445736c4d459349f6d05081de6cb9274c9aae09402f92,c2f25f96c853b553c576fad7624bed18f9ad4e168c3e9fb88189db2216c831d2,,,552fc416b0af0ffc59b0d47a72b40edb39dea86988bec1b2c4c04d1e235f7927,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-750-2_REVISED_DERIVED\ECP_RCG_ED\repeat_01\result.json,<LOCAL_PATH_REDACTED>\Desktop\RCG-ED\01_STAGE_D_FULL\runs\GD-4-750-2_REVISED_DERIVED\ECP_RCG_ED\repeat_01,2026-07-20T21:01:20+08:00,,,,MEMORY_FAILURE,False,,850.5823962999966,,1.233522298179531,False,FEASIBLE_FALLBACK_UNCERTIFIED,False,136753.44999999998,3607.9386362000005,False,5.232265301487013,FEASIBLE_FALLBACK_UNCERTIFIED,False,136753.44999999998,3607.054864100006,False
